gene_id	ERR337909	ERR337922	ERR337912	ERR337925	ERR337961	ERR337973	ERR337937	ERR337949
EgrG_000961800	2503	2064	3411	2972	3090	2847	3459	3683
EgrG_000961900	4	0	4	3	1	3	2	10
EgrG_000962000	4407	3820	3930	3235	5130	4833	5316	5428
EgrG_000962200	667	524	923	807	516	460	738	769
EgrG_000962300	5	4	4	5	4	5	7	6
EgrG_000962400	562	461	562	463	568	511	539	551
EgrG_000962500	4615	3856	2316	2022	2339	1977	2091	2139
EgrG_000962600	42	35	29	19	22	22	38	33
EgrG_000962700	4	4	13	8	7	5	15	18
EgrG_000962800	3227	2731	5119	4315	4276	4014	4776	4997
EgrG_000962900	4278	3748	7887	6819	5312	4973	5665	5825
EgrG_000963000	711	604	488	458	590	508	829	818
EgrG_000963100	10	10	18	7	14	18	13	17
EgrG_000963200	5	1	6	5	4	5	6	4
EgrG_000963300	47	46	39	35	59	47	77	58
EgrG_000963400	84	51	55	45	61	63	103	99
EgrG_000963500	1871	1636	1805	1516	2453	2260	2738	2851
EgrG_000963600	11	17	23	19	15	13	29	23
EgrG_000963700	561	526	541	531	422	368	603	613
EgrG_000963800	227	259	205	166	358	340	311	319
EgrG_000963900	119	109	172	147	213	195	228	233
EgrG_000964000	217	190	157	134	232	186	320	329
EgrG_000964100	323	255	180	168	286	246	410	434
EgrG_000964200	608	546	955	878	605	524	901	910
EgrG_000964300	0	0	0	1	0	0	0	0
EgrG_000964400	549	480	484	429	410	410	636	652
EgrG_000964600	1334	1158	1087	953	844	768	1165	1134
EgrG_000964700	224	198	415	353	557	499	362	401
EgrG_000964800	4	5	3	9	23	21	7	4
EgrG_000964900	8	5	1	2	16	11	2	4
EgrG_000965000	1743	1516	1639	1484	1985	1802	2842	3064
EgrG_000965100	263	268	175	125	435	380	299	329
EgrG_000965200	353	280	215	203	375	347	158	184
EgrG_000965300	1233	1101	2133	1852	1692	1475	2079	2123
EgrG_000965500	12	8	1	4	1	9	6	2
EgrG_000965600	1350	1089	738	613	1249	1104	1432	1465
EgrG_000965700	460	438	190	168	338	293	239	252
EgrG_000965800	416	337	252	206	356	326	318	349
EgrG_000965900	390	332	471	393	275	269	852	850
EgrG_000966000	496	443	290	229	628	610	357	395
EgrG_000966100	39	48	30	38	31	17	25	24
EgrG_000966200	1145	965	954	793	878	794	1195	1238
EgrG_000966300	14	19	16	12	24	18	17	31
EgrG_000966400	3006	2592	3754	3271	2558	2433	3487	3649
EgrG_000966500	794	730	655	570	1862	1727	738	818
EgrG_000966600	0	0	2	1	1	0	3	1
EgrG_000966700	1754	1481	1547	1392	1661	1529	1856	1958
EgrG_000966800	373	346	502	469	369	329	431	433
EgrG_000967000	9643	8360	5018	4336	9150	8327	5728	6007
EgrG_000967100	2697	2342	3286	2913	2946	2741	3211	3384
EgrG_000967200	44	61	90	67	55	50	43	65
EgrG_000967300	9	9	11	6	19	9	18	9
EgrG_000967400	1241	1109	2016	1721	2149	1924	1533	1592
EgrG_000967500	3	7	9	5	6	5	9	9
EgrG_000967600	2940	2614	4988	4226	1915	1735	2987	3125
EgrG_000967700	452	384	443	359	467	401	429	463
EgrG_000967800	3993	3380	4464	3996	3850	3518	7004	7209
EgrG_000967900	500	426	463	399	549	489	539	642
EgrG_000968000	82	66	52	45	69	79	119	102
EgrG_000968100	740	653	569	564	547	437	704	733
EgrG_000968200	179	161	176	123	189	163	125	150
EgrG_000968300	6095	5120	3448	2979	4247	3871	7123	7344
EgrG_000968400	1019	869	854	731	939	871	897	1017
EgrG_000968500	678	625	602	482	850	743	1359	1429
EgrG_000968600	2445	2084	2205	1822	1665	1584	2298	2351
EgrG_000968700	107	112	41	51	86	104	77	57
EgrG_000968800	1101	987	1145	1044	624	579	1032	1079
EgrG_000968900	967	791	342	281	769	739	706	712
EgrG_000969000	147	149	114	111	137	136	267	273
EgrG_000969100	4992	4381	3623	3165	6279	5737	4112	4419
EgrG_000969400	781	564	379	302	98	83	638	646
EgrG_000969500	95	88	56	40	128	109	99	69
EgrG_000969600	2067	1693	2448	2155	2220	2160	2634	2766
EgrG_000969700	945	913	696	603	875	771	554	565
EgrG_000969800	681	554	457	397	595	524	672	704
EgrG_000969900	1129	903	1039	920	1259	1169	1976	2074
EgrG_000970000	321	231	249	219	122	93	229	218
EgrG_000970050	463	384	307	306	227	226	393	383
EgrG_000970100	526	448	427	374	424	395	604	644
EgrG_000970200	556	437	603	562	526	501	594	619
EgrG_000970300	2793	2493	3342	2857	3049	2717	4319	4477
EgrG_000970400	631	613	565	540	556	501	841	903
EgrG_000970500	4744	4041	2731	2333	2663	2320	3743	3940
EgrG_000970600	145	101	153	123	80	78	116	116
EgrG_000970700	435	369	587	545	317	305	417	451
EgrG_000970800	448	408	573	461	389	393	499	576
EgrG_000970900	807	679	923	810	848	781	1049	1118
EgrG_000971000	99	90	208	179	117	123	187	165
EgrG_000971100	1032	810	1206	1037	1332	1174	2024	2116
EgrG_000971400	1108	948	908	836	626	499	1140	1153
EgrG_000971500	0	0	1	0	0	0	0	0
EgrG_000971600	2385	2039	2677	2243	2066	1943	2449	2531
EgrG_000971700	38	32	41	27	27	12	67	57
EgrG_000971800	1094	923	1184	992	986	881	1193	1256
EgrG_000971900	30	38	31	20	23	17	33	33
EgrG_000972000	1043	951	871	730	860	740	972	974
EgrG_000972100	205	172	249	221	198	168	455	461
EgrG_000972200	0	0	1	0	0	0	0	2
EgrG_000972300	335	285	227	206	402	413	373	398
EgrG_000972400	1680	1382	956	838	1333	1187	1238	1144
EgrG_000972500	3413	2927	1680	1500	3658	3396	2918	3189
EgrG_000972600	777	619	447	386	421	370	795	806
EgrG_000972700	2179	1877	3569	3081	2225	2151	2808	2794
EgrG_000972800	9	5	3	2	6	8	11	15
EgrG_000972900	0	0	0	0	1	0	0	0
EgrG_000973000	256	205	209	186	117	130	228	203
EgrG_000973100	248	215	273	251	150	131	226	263
EgrG_000973200	975	784	1552	1323	1144	1061	1420	1439
EgrG_000973300	476	407	416	348	527	519	759	804
EgrG_000973400	1629	1415	1042	945	1380	1147	1253	1293
EgrG_000973500	2572	2227	1940	1728	2171	2023	2450	2588
EgrG_000973600	19	13	17	15	24	31	32	18
EgrG_000973700	272	240	128	101	231	185	200	220
EgrG_000973800	344	282	569	440	430	367	500	553
EgrG_000973900	2191	1816	1993	1735	2726	2561	3600	3866
EgrG_000974000	1197	999	798	696	1577	1438	1384	1440
EgrG_000974100	619	517	548	478	488	440	610	670
EgrG_000974200	62	52	33	19	36	38	45	39
EgrG_000974400	2562	2199	2680	2235	2211	1938	2731	2780
EgrG_000974700	0	1	0	0	1	1	0	0
EgrG_000974800	13	10	11	9	8	5	5	5
EgrG_000974900	520	461	552	458	547	500	579	601
EgrG_000975000	293	262	139	116	177	147	163	176
EgrG_000975100	444	356	286	227	279	272	348	403
EgrG_000975200	1178	1059	1059	930	444	374	1230	1192
EgrG_000975300	10	15	2	7	8	3	10	9
EgrG_000975400	844	715	494	450	711	628	915	927
EgrG_000975500	454	344	478	461	347	320	535	525
EgrG_000975600	385	376	355	309	477	427	584	648
EgrG_000975700	1404	1117	1303	1139	1391	1285	1794	1903
EgrG_000975800	2225	1842	1716	1532	1638	1524	2165	2134
EgrG_000975900	568	488	913	748	1049	954	988	1014
EgrG_000976000	1330	1136	1147	1023	1217	999	1082	1161
EgrG_000976050	416	379	510	437	1260	1239	754	788
EgrG_000976100	363	322	227	187	334	305	511	501
EgrG_000976200	771	678	1070	995	1815	1669	1075	1138
EgrG_000976400	880	795	472	449	492	474	518	590
EgrG_000976500	1092	935	554	478	537	514	556	534
EgrG_000976600	116	78	101	103	129	130	238	263
EgrG_000976700	941	806	827	773	953	802	863	945
EgrG_000976800	545	481	374	301	594	563	543	548
EgrG_000976900	1103	925	742	651	733	679	682	678
EgrG_000977000	325	261	285	252	250	209	218	275
EgrG_000977100	904	748	649	595	690	692	1089	1127
EgrG_000977200	25	22	9	12	39	23	42	43
EgrG_000977300	976	806	485	434	316	288	565	525
EgrG_000977400	519	458	587	480	548	505	608	606
EgrG_000977500	29	27	21	16	17	17	25	18
EgrG_000977600	442	357	597	523	669	617	845	870
EgrG_000977700	567	520	368	325	703	632	721	756
EgrG_000977800	0	0	0	0	0	0	0	0
EgrG_000977900	1373	1208	2363	1983	2265	1991	2595	2733
EgrG_000978100	409	366	217	214	256	232	421	442
EgrG_000978200	11143	9688	4819	4097	5511	5034	6350	6636
EgrG_000978300	138	98	89	75	69	71	132	138
EgrG_000978400	451	376	243	196	225	248	343	343
EgrG_000978500	3	2	2	3	3	4	6	3
EgrG_000978600	153	135	199	150	74	59	227	229
EgrG_000978700	1082	969	990	889	838	815	1165	1199
EgrG_000978800	235	214	101	78	119	109	135	127
EgrG_000978900	0	0	0	0	0	1	1	0
EgrG_000979000	380	301	462	373	266	231	297	329
EgrG_000979050	35	35	18	29	57	41	86	103
EgrG_000979100	1255	1076	558	461	946	780	678	680
EgrG_000979200	1587	1389	1473	1225	3172	2911	1466	1518
EgrG_000979300	327	256	134	140	255	221	152	149
EgrG_000979400	85	58	108	99	73	68	102	103
EgrG_000979500	367	360	403	325	290	271	499	501
EgrG_000979600	33	36	15	16	21	22	38	29
EgrG_000979700	11	9	14	7	15	18	34	32
EgrG_000979800	576	484	581	508	617	567	954	941
EgrG_000979900	736	617	895	818	668	641	821	814
EgrG_000980000	3080	2578	1593	1362	3113	2706	2158	2344
EgrG_000980100	5	2	1	0	0	1	0	2
EgrG_000980200	618	521	547	506	787	698	661	639
EgrG_000980300	456	370	296	244	214	196	268	288
EgrG_000980400	108	89	42	43	44	25	40	48
EgrG_000980500	320	298	306	251	462	457	360	362
EgrG_000980600	4407	3712	1533	1282	2559	2362	2322	2537
EgrG_000980800	329	249	286	248	337	343	451	478
EgrG_000980900	289	239	444	417	488	440	523	589
EgrG_000981000	401	352	442	393	307	289	635	664
EgrG_000981100	1103	952	686	576	1030	997	619	649
EgrG_000981200	51	56	26	19	48	49	44	34
EgrG_000981300	1146	983	1672	1506	942	813	1066	1142
EgrG_000981400	825	675	672	558	614	624	777	869
EgrG_000981500	351	275	559	496	403	355	617	646
EgrG_000981600	172	139	139	126	210	213	276	290
EgrG_000981700	917	897	604	551	757	746	1038	985
EgrG_000981800	1211	1052	1454	1238	1051	913	1096	1175
EgrG_000981900	6	5	12	9	9	17	9	15
EgrG_000982000	17	9	6	15	16	12	24	27
EgrG_000982200	68452	59458	25973	22243	48949	44496	35450	36792
EgrG_000982300	37	43	24	22	34	15	22	18
EgrG_000982400	27	23	2	1	12	12	4	8
EgrG_000982500	293	270	214	192	115	140	172	191
EgrG_000982600	232	219	115	90	177	148	148	160
EgrG_000982700	14	12	13	6	6	6	9	4
EgrG_000982800	6	3	10	12	16	20	30	24
EgrG_000982950	280	202	425	385	260	241	397	404
EgrG_000983000	649	560	1952	1599	1090	1034	1187	1156
EgrG_000983100	0	0	0	0	0	0	0	0
EgrG_000983200	348	249	205	173	129	108	184	219
EgrG_000983300	658	555	250	214	289	225	367	351
EgrG_000983400	43	44	6	12	15	10	27	20
EgrG_000983500	479	415	466	386	557	481	804	725
EgrG_000983600	520	476	450	387	464	432	676	763
EgrG_000983700	1070	924	856	717	704	733	691	655
EgrG_000983800	96	79	73	62	126	103	50	53
EgrG_000983900	195	166	45	37	69	75	44	46
EgrG_000984000	12	12	21	13	9	5	12	15
EgrG_000984100	37	22	23	13	42	38	41	54
EgrG_000984200	405	366	226	163	282	243	353	376
EgrG_000984300	3062	2628	1374	1133	3372	2742	2378	2385
EgrG_000984400	321	243	274	251	311	303	505	570
EgrG_000984500	1381	1183	1563	1374	1608	1597	1467	1491
EgrG_000984800	5141	4344	1340	1248	2190	1965	1729	1855
EgrG_000984900	830	717	842	703	818	808	802	845
EgrG_000985400	1145	1022	549	469	798	759	657	715
EgrG_000985500	972	845	561	518	733	715	818	794
EgrG_000985600	90	78	87	101	164	134	243	267
EgrG_000985700	208	200	126	124	101	90	149	168
EgrG_000985800	104	67	47	52	20	29	74	71
EgrG_000985900	754	629	318	295	559	537	819	881
EgrG_000986000	0	0	0	1	0	0	0	0
EgrG_000986100	0	0	0	0	0	0	0	1
EgrG_000986200	191	127	220	191	64	59	89	119
EgrG_000986300	1	2	4	6	1	5	2	2
EgrG_000986400	1054	842	943	791	497	463	668	665
EgrG_000986600	808	732	2171	1802	1574	1444	1697	1697
EgrG_000986700	163	140	40	47	113	86	98	120
EgrG_000986900	276	214	159	136	180	167	271	266
EgrG_000987000	482	485	416	326	453	396	611	657
EgrG_000987100	12	1	12	13	15	8	15	9
EgrG_000987200	462	399	962	853	507	435	553	541
EgrG_000987300	3464	2960	6337	5593	4734	4419	5027	5208
EgrG_000987400	126	110	115	77	136	112	184	183
EgrG_000987500	437	380	551	471	393	397	345	341
EgrG_000987900	133	140	126	100	111	94	173	144
EgrG_000988000	26	19	13	9	19	16	20	18
EgrG_000988100	475	393	322	251	138	136	333	285
EgrG_000988200	751	620	688	578	737	658	970	962
EgrG_000988300	447	410	498	405	450	404	386	384
EgrG_000988400	32	26	53	43	36	35	58	60
EgrG_000988500	53	59	67	62	54	55	88	103
EgrG_000988600	462	427	361	299	330	309	478	506
EgrG_000988700	4031	3380	3516	2952	1731	1657	2535	2586
EgrG_000989000	3675	3120	2150	1894	3244	2964	3097	3026
EgrG_000989100	16	18	8	7	7	7	8	12
EgrG_000989200	392	353	247	189	333	308	360	394
EgrG_000989250	209	185	125	107	211	165	255	260
EgrG_000989300	1034	905	942	796	1075	1006	1391	1402
EgrG_000989400	650	586	403	332	768	712	684	746
EgrG_000989500	618	554	520	421	465	388	702	690
EgrG_000989600	24	20	11	6	23	13	20	24
EgrG_000989700	245	256	380	277	330	293	352	353
EgrG_000989800	1386	1135	974	867	1007	950	1356	1389
EgrG_000989900	483	392	201	189	307	315	315	285
EgrG_000990000	494	443	327	313	546	456	649	692
EgrG_000990100	539	482	485	401	659	582	937	961
EgrG_000990250	2607	2275	4285	3736	2983	2725	5009	5070
EgrG_000990300	4120	3612	17127	15032	8011	7335	11147	11215
EgrG_000990400	0	2	1	3	1	0	2	5
EgrG_000990500	291	290	39	50	47	40	39	34
EgrG_000990600	2526	2140	1380	1174	1763	1683	1913	2059
EgrG_000990700	963	849	672	551	1138	1043	1308	1357
EgrG_000990800	541	416	254	181	386	308	513	546
EgrG_000990900	1548	1301	779	659	1669	1442	1352	1436
EgrG_000991000	1232	1072	528	508	1115	979	1027	1128
EgrG_000991100	48	30	21	16	29	31	35	37
EgrG_000991200	1861	1569	760	624	1789	1594	2035	2041
EgrG_000991300	1294	1123	619	549	1298	1166	1569	1621
EgrG_000991400	545	462	232	189	121	111	364	370
EgrG_000991500	1392	1227	990	766	1280	1221	1441	1618
EgrG_000991600	565	483	411	315	410	416	485	473
EgrG_000991700	78	51	76	51	83	91	136	119
EgrG_000991800	393	315	334	313	232	251	461	490
EgrG_000991900	16	23	4	3	7	2	6	5
EgrG_000992000	100	86	58	48	48	63	110	118
EgrG_000992100	568	503	472	458	487	471	616	655
EgrG_000992200	125	111	158	114	79	72	130	147
EgrG_000992300	1385	1181	1873	1592	1477	1445	1785	1870
EgrG_000992400	5372	4750	6914	5882	6319	5740	7064	7417
EgrG_000992500	3226	2786	2264	1989	2278	2122	3580	3563
EgrG_000992600	2753	2426	6639	5796	3959	3585	4853	4881
EgrG_000992700	963	789	1350	1191	477	478	827	855
EgrG_000992800	18	21	26	21	50	45	51	43
EgrG_000992900	118	120	54	39	92	76	81	89
EgrG_000993000	836	601	1037	883	836	745	747	761
EgrG_000993100	0	0	0	0	0	1	0	1
EgrG_000993200	419	354	384	336	534	500	631	594
EgrG_000993300	1130	939	920	842	964	911	1094	1090
EgrG_000993400	10	10	0	1	0	0	0	4
EgrG_000993500	604	506	415	358	433	345	721	743
EgrG_000993600	1140	961	381	369	929	829	843	927
EgrG_000993700	16	16	24	20	20	13	32	31
EgrG_000993800	0	0	0	1	1	0	2	1
EgrG_000993900	28	18	16	10	11	15	34	28
EgrG_000994000	1035	880	679	527	623	645	775	821
EgrG_000994100	0	0	0	0	0	0	0	1
EgrG_000994200	178	187	198	183	588	499	417	492
EgrG_000994300	3519	2950	2365	1954	4218	3945	3584	3759
EgrG_000994400	1991	1713	1257	1099	1415	1206	1281	1295
EgrG_000994500	520	420	478	388	612	565	864	933
EgrG_000994600	2194	1846	944	833	1115	982	1240	1361
EgrG_000994700	0	0	0	0	0	0	0	0
EgrG_000994800	1	1	0	0	0	2	1	2
EgrG_000994900	335	284	339	332	362	355	314	298
EgrG_000995100	124	115	75	80	122	107	102	96
EgrG_000995200	127	110	138	124	278	249	265	290
EgrG_000995300	201	202	184	144	289	255	236	250
EgrG_000995400	1145	1000	523	520	931	853	806	805
EgrG_000995500	1373	1185	1010	870	806	696	1752	1821
EgrG_000995600	265	247	166	139	228	213	298	315
EgrG_000995700	118	114	122	90	82	65	86	94
EgrG_000995800	3133	2691	2411	2099	2155	1906	3173	3138
EgrG_000995900	13	12	8	3	1	1	1	2
EgrG_000996000	737	646	679	611	937	880	658	739
EgrG_000996100	54	40	72	46	93	91	80	117
EgrG_000996200	2	3	1	2	0	1	0	2
EgrG_000996300	7	7	8	9	3	8	12	10
EgrG_000996400	145	130	189	147	91	88	176	174
EgrG_000996500	917	771	797	701	598	570	821	876
EgrG_000996550	5	2	6	4	3	4	12	8
EgrG_000996600	1008	828	667	607	1129	1002	888	909
EgrG_000996700	486	409	203	167	392	320	319	359
EgrG_000996800	2749	2378	2012	1702	2442	2141	2995	3015
EgrG_000996900	6	8	1	3	4	2	5	2
EgrG_000997000	1768	1548	2212	1898	2527	2303	2360	2429
EgrG_000997150	194	178	106	104	83	93	270	266
EgrG_000997200	466	416	588	493	557	544	397	438
EgrG_000997300	813	728	722	607	592	524	767	839
EgrG_000997400	245	209	251	225	684	566	390	426
EgrG_000997500	1297	1145	1610	1448	1779	1639	2617	2721
EgrG_000997530	1	0	1	1	3	0	1	0
EgrG_000997550	3031	2529	2224	1923	3978	3545	2308	2365
EgrG_000997600	0	0	1	0	1	0	2	0
EgrG_000998200	287	292	137	117	108	89	162	157
EgrG_000998300	22	19	28	25	22	18	38	38
EgrG_000998400	280	250	174	166	330	303	391	371
EgrG_000998500	417	364	438	379	436	396	486	521
EgrG_000998600	674	520	553	482	659	590	1076	1094
EgrG_000998700	287	279	384	315	322	236	469	458
EgrG_000998900	855	681	1209	1014	911	817	1086	1132
EgrG_000999000	616	459	506	416	533	528	726	746
EgrG_000999100	1261	986	779	680	1036	889	1479	1475
EgrG_000999200	80	91	30	33	38	40	80	68
EgrG_000999300	1081	935	1030	871	1560	1413	1495	1564
EgrG_000999400	396	314	220	191	285	241	332	390
EgrG_000999500	365	358	312	240	261	241	659	625
EgrG_000999600	741	663	788	711	640	582	1003	1042
EgrG_000999700	1	0	3	3	1	1	3	1
EgrG_000999800	3549	3091	1568	1281	2603	2373	2429	2498
EgrG_000999900	68	43	112	69	65	59	88	94
EgrG_001000000	1368	1207	1354	1108	2346	2212	2137	2212
EgrG_001000100	760	581	395	367	721	618	788	836
EgrG_001000200	586	572	322	307	503	437	377	421
EgrG_001000300	103	91	87	77	161	150	103	108
EgrG_001000500	1153	914	1061	878	1067	944	1182	1316
EgrG_001000600	682	601	722	696	643	588	660	662
EgrG_001000650	1280	1078	1092	966	1651	1518	1276	1330
EgrG_001000800	431	393	316	279	561	523	837	840
EgrG_001000850	417	350	310	281	459	380	478	495
EgrG_001000900	92	59	110	114	74	73	109	110
EgrG_001001000	9	2	4	6	8	8	11	11
EgrG_001001100	861	771	1061	901	1086	989	1070	1156
EgrG_001001200	827	716	588	447	675	587	1240	1289
EgrG_001001300	561	467	291	253	361	287	761	803
EgrG_001001400	902	769	400	316	656	590	775	818
EgrG_001001500	83	88	44	40	82	80	132	130
EgrG_001001600	315	227	158	153	283	284	478	461
EgrG_001001700	289	235	198	180	297	277	391	430
EgrG_001001800	2437	1918	1539	1200	2547	2383	2605	2622
EgrG_001001900	14	19	14	7	16	7	21	10
EgrG_001002000	1359	1132	1740	1535	1230	1091	1441	1428
EgrG_001002100	2	0	0	0	0	0	0	1
EgrG_001002200	806	644	820	654	930	792	1020	1128
EgrG_001002600	448	347	496	401	396	346	413	435
EgrG_001002700	1157	1024	822	729	1198	1209	1066	1149
EgrG_001002800	431	407	659	488	433	442	642	684
EgrG_001002900	622	548	450	376	296	250	577	575
EgrG_001003000	1171	1040	1139	1013	1069	1011	1226	1240
EgrG_001003100	112	89	56	37	66	55	62	59
EgrG_001003150	342	287	262	210	230	231	304	318
EgrG_001003200	465	430	320	265	223	249	332	337
EgrG_001003300	1066	846	715	596	1015	865	936	990
EgrG_001003500	871	788	725	636	813	801	880	946
EgrG_001003600	1376	1199	1781	1542	970	941	1289	1230
EgrG_001003700	204	199	86	64	113	85	85	90
EgrG_001003900	733	590	568	455	513	429	663	685
EgrG_001004000	22	23	31	22	17	15	31	29
EgrG_001004100	50	56	50	34	49	56	64	61
EgrG_001004200	478	371	252	225	378	360	361	359
EgrG_001004250	1753	1571	797	721	1907	1655	1586	1658
EgrG_001004300	997	931	1742	1424	825	763	1613	1657
EgrG_001004400	796	664	488	420	563	527	1023	998
EgrG_001004500	3413	2970	1476	1323	4399	3905	3676	3889
EgrG_001004600	715	599	405	368	885	817	715	785
EgrG_001004700	934	755	572	472	543	464	876	931
EgrG_001004800	4	2	1	2	0	1	3	3
EgrG_001004900	16218	14108	13058	11116	19275	17980	12742	13256
EgrG_001005100	594	476	522	461	201	192	490	493
EgrG_001005200	266	237	245	211	352	351	450	442
EgrG_001005300	126	139	196	184	160	150	256	291
EgrG_001005500	2047	1767	3804	3184	2290	2160	2749	2757
EgrG_001005600	8	7	9	6	15	10	16	8
EgrG_001005700	159	132	146	128	105	93	210	218
EgrG_001005800	1517	1390	2451	2140	1465	1227	1597	1646
EgrG_001005900	340	314	299	212	346	326	313	290
EgrG_001006000	331	234	251	203	219	191	357	365
EgrG_001006100	458	405	275	244	331	299	371	387
EgrG_001006200	322	290	185	177	231	210	264	255
EgrG_001006300	62	48	58	80	657	632	34	53
EgrG_001006400	1342	1096	1077	958	1707	1630	1773	1789
EgrG_001006500	187	150	155	123	125	111	255	294
EgrG_001006600	1016	869	617	595	1328	1299	1025	1105
EgrG_001006700	654	522	597	496	958	889	1197	1232
EgrG_001006800	351	282	331	308	331	330	404	414
EgrG_001006900	1034	968	1248	1063	1092	977	1805	1836
EgrG_001007000	56	53	18	18	28	24	38	38
EgrG_001007100	1023	952	846	683	659	596	758	751
EgrG_001007200	0	0	0	0	0	0	1	0
EgrG_001007300	3787	3229	1883	1647	3494	3318	3254	3363
EgrG_001007400	395	377	563	515	422	376	573	597
EgrG_001007600	1	0	0	0	0	0	0	0
EgrG_001007700	5868	5150	5509	4780	3613	3250	4207	4262
EgrG_001008000	9	5	3	3	3	1	2	1
EgrG_001008100	2836	2434	1515	1329	3030	2818	2083	2252
EgrG_001008200	5955	5255	8690	7471	7015	6573	7436	7684
EgrG_001008400	823	699	880	732	567	542	802	820
EgrG_001008500	96	94	122	108	43	41	68	80
EgrG_001008600	309	268	188	177	126	168	273	319
EgrG_001008700	523	510	386	343	318	308	644	657
EgrG_001008800	388	334	336	283	306	306	344	360
EgrG_001008900	563	490	1340	1173	757	650	772	809
EgrG_001009000	131	96	117	117	112	114	114	133
EgrG_001009100	253	213	128	111	137	154	181	157
EgrG_001009200	1272	1062	1214	1056	702	652	1056	1084
EgrG_001009300	145	133	146	113	144	124	230	189
EgrG_001009400	115	88	126	98	80	76	195	225
EgrG_001009500	627	592	260	191	289	270	415	415
EgrG_001009600	184	162	222	168	292	283	376	410
EgrG_001009700	585	490	556	484	480	420	1001	1084
EgrG_001009800	3720	3317	3480	3129	1988	1847	2532	2670
EgrG_001009900	1196	1021	602	571	884	824	688	698
EgrG_001010000	929	796	553	518	915	808	1170	1233
EgrG_001010100	3	2	1	5	1	1	4	0
EgrG_001010200	1197	1000	966	848	558	509	758	807
EgrG_001010300	0	0	0	0	0	0	0	0
EgrG_001010400	1268	991	820	751	1464	1433	1687	1705
EgrG_001010500	1203	983	860	732	1385	1325	1096	1123
EgrG_001010600	446	362	371	324	361	342	389	406
EgrG_001010800	670	652	541	488	545	530	576	619
EgrG_001011000	363	302	153	135	87	90	257	227
EgrG_001011100	1252	1043	1094	951	1003	978	1110	1162
EgrG_001011200	4	0	3	1	2	4	11	5
EgrG_001011250	1139	1050	1359	1156	1247	1156	1722	1869
EgrG_001011300	2851	2480	1221	984	1736	1673	1334	1415
EgrG_001011400	0	0	1	0	1	1	1	2
EgrG_001011500	92	64	104	82	78	90	150	138
EgrG_001011600	7536	6437	3807	3323	8811	8264	6278	6563
EgrG_001011700	534	435	519	464	797	660	728	763
EgrG_001011800	1163	1001	627	510	870	801	1160	1206
EgrG_001011900	571	470	337	265	514	493	478	516
EgrG_001012000	153	157	209	195	135	144	157	159
EgrG_001012100	231	193	92	79	161	166	220	191
EgrG_001012200	100	86	127	109	153	138	257	271
EgrG_001012300	909	773	522	433	394	341	749	809
EgrG_001012400	341	296	229	219	247	241	292	303
EgrG_001012500	338	299	629	519	417	382	494	519
EgrG_001012600	210	188	138	121	213	169	221	227
EgrG_001012700	383	336	210	176	312	295	456	481
EgrG_001012800	925	816	1345	1126	680	664	1061	1117
EgrG_001012900	457	377	386	344	323	292	668	585
EgrG_001013000	108	117	76	71	104	78	175	205
EgrG_001013100	252	234	334	279	384	363	561	551
EgrG_001013200	396	317	246	203	327	293	429	454
EgrG_001013300	840	796	1359	1225	1476	1356	1704	1744
EgrG_001013400	2522	2208	2091	1790	1610	1491	2962	3082
EgrG_001013500	640	560	498	400	500	485	508	562
EgrG_001013600	3521	3047	2349	1979	2468	2166	2566	2642
EgrG_001013700	33	29	26	19	32	23	12	13
EgrG_001013800	1999	1716	2692	2391	4160	3857	2269	2330
EgrG_001013900	826	698	750	637	865	819	823	832
EgrG_001014000	498	433	179	145	232	236	179	239
EgrG_001014100	281	222	175	136	148	151	152	152
EgrG_001014200	0	0	0	0	0	0	0	0
EgrG_001014300	222	151	273	222	255	213	266	299
EgrG_001014400	253	219	229	180	243	212	300	303
EgrG_001014500	0	0	2	1	0	1	2	1
EgrG_001014550	20	10	12	11	15	12	32	15
EgrG_001014600	913	815	643	605	810	772	1287	1316
EgrG_001014800	1156	957	1125	977	1197	1080	1294	1402
EgrG_001014900	482	461	285	222	437	406	399	420
EgrG_001015000	102	85	77	70	94	100	76	65
EgrG_001015050	759	609	754	660	864	797	707	715
EgrG_001015100	500	453	435	388	438	449	588	519
EgrG_001015200	510	439	544	501	775	591	1075	1102
EgrG_001015300	542	484	301	291	371	358	577	598
EgrG_001015400	9	3	4	4	4	7	13	14
EgrG_001015500	6886	6099	4133	3463	9796	8768	8179	8261
EgrG_001015600	1916	1570	1004	794	1545	1412	1744	1823
EgrG_001015700	118	110	33	28	74	70	98	100
EgrG_001015800	1149	974	1101	900	933	822	1167	1182
EgrG_001015900	701	586	758	626	911	878	1402	1425
EgrG_001016100	1992	1617	1313	1193	1503	1345	1624	1722
EgrG_001016200	1030	871	1468	1260	1848	1653	1675	1764
EgrG_001016300	758	702	751	661	892	752	952	1003
EgrG_001016400	1937	1674	3477	3064	2862	2457	3496	3423
EgrG_001016600	7	11	4	1	0	3	6	2
EgrG_001016700	84	65	55	45	56	69	132	146
EgrG_001016800	1070	878	798	684	1203	1103	1428	1385
EgrG_001016900	164	155	112	100	105	100	222	251
EgrG_001017000	39	21	28	26	47	59	108	131
EgrG_001017100	412	350	364	317	407	371	679	658
EgrG_001017200	386	354	211	175	390	366	369	431
EgrG_001017300	502	420	521	467	720	660	642	620
EgrG_001017400	228	206	115	104	190	153	184	195
