gene_id	ERR337909	ERR337922	ERR337912	ERR337925	ERR337961	ERR337973	ERR337937	ERR337949
EgrG_000356750	302	264	333	312	340	303	592	646
EgrG_000356900	15	20	31	28	16	19	35	36
EgrG_000357100	59	61	95	84	50	41	95	97
EgrG_000357300	0	0	0	0	0	0	0	0
EgrG_000357400	0	0	0	0	0	0	0	0
EgrG_000357600	568	495	289	232	295	282	438	418
EgrG_000357700	504	443	516	424	350	335	496	474
EgrG_000357900	10	3	8	4	6	3	9	7
EgrG_000358100	403	355	382	318	509	519	578	588
EgrG_000358200	980	854	1058	1023	1619	1559	801	839
EgrG_000358300	3179	2748	1747	1415	4140	3810	2241	2394
EgrG_000358400	0	0	0	1	1	1	1	4
EgrG_000358500	468	405	506	434	642	594	867	909
EgrG_000358600	1093	908	1326	1118	521	505	682	701
EgrG_000358700	391	339	544	467	520	535	546	586
EgrG_000358800	449	373	237	195	339	323	430	475
EgrG_000358900	690	604	328	265	501	440	433	468
EgrG_000359000	1118	977	365	351	611	582	629	673
EgrG_000359100	1	0	1	1	0	0	0	1
EgrG_000359200	7	8	1	0	5	0	6	3
EgrG_000359300	0	0	0	0	0	0	0	0
EgrG_000359400	0	0	0	0	0	0	0	0
EgrG_000359600	553	513	476	422	1515	1356	538	599
EgrG_000359700	1220	1049	778	688	1134	1042	1334	1450
EgrG_000359800	897	785	426	332	601	572	579	624
EgrG_000359840	235	201	357	332	405	355	263	279
EgrG_000359860	507	430	369	303	450	411	395	405
EgrG_000360000	556	494	267	188	529	482	358	403
EgrG_000360100	407	346	247	212	211	190	441	488
EgrG_000360300	563	398	166	174	267	214	318	337
EgrG_000360500	826	571	608	505	394	366	623	623
EgrG_000360600	308	262	166	141	280	297	266	280
EgrG_000360700	1	3	2	0	11	8	1	1
EgrG_000360750	404	314	422	378	287	255	315	329
EgrG_000360800	0	0	0	0	0	1	2	0
EgrG_000360900	1761	1473	1992	1662	1010	984	1674	1654
EgrG_000361000	10	10	3	8	5	11	8	9
EgrG_000361100	3	4	13	13	12	6	16	6
EgrG_000361200	102	78	175	131	138	119	115	143
EgrG_000361300	0	0	0	0	0	0	0	0
EgrG_000361400	12	16	25	19	15	12	17	14
EgrG_000361500	2	2	3	0	3	1	0	0
EgrG_000361600	0	0	0	2	0	1	0	0
EgrG_000361800	1	2	0	0	2	1	0	1
EgrG_000361900	356	316	140	125	199	217	201	237
EgrG_000362000	235	190	149	100	212	180	229	183
EgrG_000362100	547	474	537	451	313	281	601	622
EgrG_000362200	342	298	252	186	310	281	350	403
EgrG_000362300	0	0	0	0	0	0	0	0
EgrG_000362400	0	0	0	0	0	0	0	0
EgrG_000362500	6	4	6	7	12	6	4	3
EgrG_000362600	1191	978	2151	1764	2145	2005	2244	2246
EgrG_000362800	799	724	886	720	732	736	756	732
EgrG_000362900	691	600	976	872	533	469	602	566
EgrG_000363000	0	0	1	0	0	0	0	0
EgrG_000363100	119	122	102	91	132	114	177	238
EgrG_000363200	152	137	235	232	141	107	313	375
EgrG_000363400	1176	1100	2173	1932	706	657	1028	981
EgrG_000363500	2	2	0	2	0	0	1	0
EgrG_000363600	0	0	1	2	0	0	0	0
EgrG_000363700	7	7	11	7	6	5	13	10
EgrG_000363800	117	140	180	140	129	147	157	153
EgrG_000363900	1003	821	743	610	938	918	693	709
EgrG_000364000	12907	10942	5578	4915	10551	9804	12437	12826
EgrG_000364200	604	502	427	387	153	144	581	584
EgrG_000364300	56	42	74	40	9	9	69	70
EgrG_000364400	22	20	21	22	34	27	34	31
EgrG_000364500	75	79	87	69	104	83	84	71
EgrG_000364600	96	122	70	44	140	111	126	122
EgrG_000364700	3352	3021	4395	3698	2396	2255	3259	3340
EgrG_000364800	2	3	1	1	0	1	0	0
EgrG_000364900	49	43	50	45	65	45	64	68
EgrG_000365000	1051	812	696	595	554	528	579	562
EgrG_000365100	1891	1627	1079	867	1892	1788	1072	1154
EgrG_000365200	379	320	251	239	193	196	199	200
EgrG_000365300	180	162	146	141	203	180	163	140
EgrG_000365400	1255	1049	1101	1029	1847	1729	843	892
EgrG_000365500	49	39	18	18	67	73	23	34
EgrG_000365600	405	331	246	189	660	608	368	388
EgrG_000365800	337	320	464	385	185	197	359	373
EgrG_000365900	0	0	2	0	0	0	1	3
EgrG_000366000	2350	2002	1271	1050	1682	1546	1462	1544
EgrG_000366100	731	639	513	434	926	804	574	557
EgrG_000366200	6	9	10	3	10	5	3	2
EgrG_000366300	1615	1320	1100	994	447	427	581	573
EgrG_000366400	15	14	10	10	6	6	6	7
EgrG_000366500	53	55	26	25	22	26	45	40
EgrG_000366800	0	0	0	0	0	0	0	0
EgrG_000366900	0	0	0	0	0	1	0	0
EgrG_000370300	7	8	4	0	3	0	10	9
EgrG_000370400	41	18	19	13	12	6	50	54
EgrG_000370700	1	1	0	0	0	1	0	0
EgrG_000370800	0	2	1	1	0	0	2	3
EgrG_000371100	4	2	1	0	0	0	5	8
EgrG_000372200	73	82	40	34	220	159	89	121
EgrG_000372400	10473	9180	3546	3015	5826	5257	5913	6083
EgrG_000372500	197	196	170	177	167	170	201	229
EgrG_000372600	18	11	11	13	23	20	25	22
EgrG_000372700	320	241	180	150	216	204	220	291
EgrG_000372800	550	440	410	359	338	313	376	406
EgrG_000372900	332	251	207	156	224	201	260	284
EgrG_000373050	1040	842	792	723	1045	967	1111	1229
EgrG_000373100	0	0	0	0	0	0	0	0
EgrG_000373200	86	97	67	59	1107	1001	128	105
EgrG_000373300	208	184	119	108	152	114	198	216
EgrG_000373600	977	856	1117	983	607	547	903	915
EgrG_000373700	0	0	0	0	0	0	0	0
EgrG_000373800	1	0	0	0	0	0	0	0
EgrG_000373900	78	66	109	96	77	68	106	102
EgrG_000374000	1	1	0	1	1	0	0	1
EgrG_000374100	1406	1298	707	605	1445	1329	902	956
EgrG_000374500	693	639	770	621	605	535	704	750
EgrG_000374700	676	569	792	592	440	459	840	863
EgrG_000374800	5896	5001	2993	2676	6137	5529	4427	4582
EgrG_000374900	156	116	146	153	142	114	163	183
EgrG_000375000	81	96	84	88	54	45	84	77
EgrG_000375100	238	218	211	170	153	118	335	341
EgrG_000375200	1	1	0	0	1	1	0	0
EgrG_000375600	256	203	195	140	162	109	249	243
EgrG_000375700	162	165	129	108	132	132	130	159
EgrG_000375800	9827	8441	5231	4668	7381	6810	6365	6543
EgrG_000375900	574	475	413	379	769	706	639	676
EgrG_000376000	8	6	5	2	4	7	7	4
EgrG_000376100	188	172	196	204	470	499	186	157
EgrG_000376200	130	90	58	44	46	52	96	107
EgrG_000376300	270	224	220	227	255	206	299	322
EgrG_000376500	4888	4196	3578	3158	2672	2496	3510	3536
EgrG_000376600	339	317	213	192	211	194	202	188
EgrG_000376700	930	807	737	643	392	351	649	679
EgrG_000376800	995	848	445	396	597	554	673	707
EgrG_000377000	363	310	188	173	279	248	254	281
EgrG_000377100	5	6	9	3	2	4	6	8
EgrG_000377200	16	14	18	18	20	12	20	21
EgrG_000377300	296	258	316	290	295	267	377	384
EgrG_000377500	202	173	89	65	104	92	147	129
EgrG_000377550	378	332	246	238	498	479	351	303
EgrG_000377600	327	268	278	233	309	253	330	334
EgrG_000377700	41	24	32	34	28	35	29	33
EgrG_000377800	989	810	728	652	905	827	977	992
EgrG_000377900	632	523	505	496	664	572	544	613
EgrG_000378000	5	7	4	8	7	7	7	10
EgrG_000378100	51	39	26	25	76	46	132	121
EgrG_000378200	92	74	124	81	157	120	296	269
EgrG_000378300	3	1	0	0	1	0	1	4
EgrG_000378400	402	380	257	231	307	262	444	406
EgrG_000378500	351	311	202	166	390	378	272	279
EgrG_000378600	494	394	241	191	378	330	313	367
EgrG_000378700	334	318	183	160	471	441	309	319
EgrG_000378800	19	16	8	11	59	39	9	3
EgrG_000378850	201	163	140	143	129	143	214	267
EgrG_000378900	220	175	234	203	175	178	215	230
EgrG_000379000	945	809	755	615	332	267	690	697
EgrG_000379100	29	22	13	15	17	32	22	28
EgrG_000379200	420	330	256	203	263	240	293	260
EgrG_000379300	160	176	176	138	195	170	307	315
EgrG_000379400	32	31	13	18	23	14	33	50
EgrG_000379500	95	86	71	52	75	48	95	78
EgrG_000379600	324	283	507	450	486	448	348	383
EgrG_000379700	1040	852	648	569	909	852	864	960
EgrG_000379800	226	187	188	168	157	160	327	339
EgrG_000379900	385	344	199	165	180	178	251	283
EgrG_000380000	147	153	103	87	95	117	186	171
EgrG_000380100	1998	1785	1130	894	949	886	1203	1207
EgrG_000380200	28	14	12	11	24	16	10	10
EgrG_000380250	181	150	127	108	214	193	193	180
EgrG_000380300	38	32	31	24	29	24	45	45
EgrG_000380400	0	0	0	0	0	0	0	0
EgrG_000380500	586	518	643	619	619	630	658	718
EgrG_000380600	186	159	111	98	192	170	137	153
EgrG_000380700	1	1	0	0	0	1	0	2
EgrG_000380800	52	42	32	22	66	35	72	59
EgrG_000380900	333	292	356	304	218	212	334	370
EgrG_000381000	99	96	80	63	52	49	71	72
EgrG_000381100	884	769	4	2	5	4	5	3
EgrG_000381200	2464	2107	167	144	212	146	130	129
EgrG_000381400	2166	1757	155	141	188	197	146	146
EgrG_000381500	0	0	0	0	0	0	0	0
EgrG_000381600	736	661	290	246	2267	2027	560	566
EgrG_000381700	26	29	1	5	8	12	3	3
EgrG_000381800	22	14	2	1	14	8	7	6
EgrG_000381900	1055	989	892	828	594	589	888	917
EgrG_000382000	370	304	246	186	263	273	221	255
EgrG_000382100	678	606	528	467	542	489	680	709
EgrG_000382200	6666	5886	811	622	1202	1078	957	1020
EgrG_000382300	209	159	173	130	83	89	269	291
EgrG_000388700	150	111	28	27	48	37	33	29
EgrG_000389000	336	274	458	368	526	496	400	341
EgrG_000389100	2050	1730	1326	1123	1255	1078	1397	1530
EgrG_000389200	3	2	0	0	0	0	0	0
EgrG_000389300	49	46	42	40	63	61	69	81
EgrG_000389400	103	84	72	53	111	109	134	141
EgrG_000389500	25	24	19	16	20	24	31	34
EgrG_000389600	358	257	493	418	279	244	428	400
EgrG_000389700	616	501	427	339	363	336	572	616
EgrG_000389800	5	4	6	10	3	3	9	10
EgrG_000389900	293	263	300	238	163	123	296	279
EgrG_000390000	175	140	180	136	122	107	262	275
EgrG_000390300	23	20	32	43	14	16	29	40
EgrG_000390400	123	95	126	118	156	144	205	183
EgrG_000390500	0	1	0	0	0	0	0	0
EgrG_000390600	229	206	296	287	243	211	327	317
EgrG_000390700	0	0	0	0	0	0	0	1
EgrG_000390800	18	9	28	15	28	21	18	27
EgrG_000390900	0	0	0	0	0	0	0	0
EgrG_000391000	166	127	209	173	212	159	296	307
EgrG_000391100	0	0	0	0	0	0	0	0
EgrG_000391200	1153	1024	1092	927	1046	912	1053	1030
EgrG_000391250	2632	2312	1416	1227	2983	2778	1782	1809
EgrG_000391300	250	257	330	312	220	197	481	485
EgrG_000391400	70	72	32	24	22	17	61	88
EgrG_000391500	971	803	1298	1181	683	607	1157	1144
EgrG_000391700	568	460	459	379	402	393	666	741
EgrG_000391800	657	605	391	322	712	614	616	675
EgrG_000392000	1238	1166	696	575	639	617	908	924
EgrG_000392100	417	355	276	244	238	224	355	358
EgrG_000392200	169	174	212	210	114	100	282	274
EgrG_000392300	715	669	448	367	442	407	676	713
EgrG_000392400	52	40	17	23	37	39	60	66
EgrG_000392500	0	1	2	0	1	1	3	1
EgrG_000392600	100	69	102	99	401	370	90	88
EgrG_000392700	8	6	3	3	1	0	1	2
EgrG_000392800	13	13	6	9	7	10	11	22
EgrG_000392900	577	519	707	563	746	673	625	654
EgrG_000393000	6258	5352	2952	2585	4903	4439	3980	4024
EgrG_000393100	1054	902	677	638	955	920	853	831
EgrG_000393200	428	345	313	286	403	427	550	523
EgrG_000393250	504	459	714	631	849	722	733	744
EgrG_000393300	133	113	17	22	26	22	33	45
EgrG_000393400	228	172	30	16	58	55	57	60
EgrG_000393700	1179	1054	1316	1123	1244	1217	930	956
EgrG_000393800	384	296	241	201	383	365	470	501
EgrG_000393900	422	371	573	489	346	306	540	575
EgrG_000394000	684	578	269	251	422	353	420	430
EgrG_000394100	2545	2223	1231	1132	1919	1827	1406	1410
EgrG_000394200	542	478	368	329	378	326	428	466
EgrG_000394300	827	727	695	608	522	495	577	631
EgrG_000394400	43	33	35	34	47	41	40	70
EgrG_000394500	69	61	100	68	241	212	97	105
EgrG_000394600	5	5	9	11	17	19	5	9
EgrG_000394700	611	499	523	495	1178	1038	655	659
EgrG_000394800	93	70	128	107	63	66	129	141
EgrG_000394900	12	8	10	6	12	11	9	14
EgrG_000395000	300	230	291	252	313	273	457	499
EgrG_000395100	422	322	296	239	327	328	387	408
EgrG_000395200	268	263	94	82	123	103	101	140
EgrG_000395300	1165	1050	1115	964	667	580	1042	1104
EgrG_000395400	10	8	3	1	7	5	10	20
EgrG_000395500	2850	2348	1583	1337	2662	2433	2226	2262
EgrG_000395600	0	0	0	0	0	0	0	0
EgrG_000395800	0	0	0	0	0	0	0	0
EgrG_000395900	0	0	0	0	0	0	0	0
EgrG_000396100	0	0	1	0	0	0	2	0
EgrG_000396200	0	1	0	0	0	0	1	0
EgrG_000396300	24	21	26	23	37	18	74	63
EgrG_000397200	1	1	0	0	0	0	0	0
EgrG_000397300	0	0	0	0	0	0	0	0
EgrG_000397500	0	0	0	1	0	0	0	0
EgrG_000397700	1	0	0	6	0	2	2	2
EgrG_000398000	0	0	0	0	0	0	0	0
EgrG_000398800	0	0	0	0	0	0	0	0
EgrG_000401700	0	0	0	0	0	0	0	0
EgrG_000401800	2	2	5	4	0	0	2	2
EgrG_00040300	318	258	146	135	272	256	198	211
EgrG_000405400	0	0	0	0	0	0	0	0
EgrG_000405600	3	3	0	0	11	18	0	0
EgrG_000405800	0	0	0	0	0	0	0	0
EgrG_000406000	143	151	337	234	257	229	307	310
EgrG_000406400	16	14	6	15	344	336	17	13
EgrG_000406500	108	101	61	46	62	55	80	87
EgrG_000406600	769	644	357	342	401	347	401	440
EgrG_000406700	404	354	798	675	354	336	572	541
EgrG_000406800	942	836	704	594	309	304	818	803
EgrG_000406900	11279	9795	5096	4259	9775	8925	7370	7743
EgrG_000407400	143	110	60	57	170	138	124	135
EgrG_000407700	4	5	9	6	7	3	7	8
EgrG_000407900	0	0	0	0	0	0	0	0
EgrG_000408000	0	0	0	0	0	0	0	0
EgrG_000408100	99	85	122	93	189	158	224	215
EgrG_000408400	4	2	2	3	4	4	10	7
EgrG_000408500	0	0	0	0	0	0	0	0
EgrG_000409000	0	0	0	0	0	0	0	0
EgrG_000409500	253	188	268	265	259	237	310	364
EgrG_000409600	217	184	221	182	270	263	385	423
EgrG_000409700	756	660	514	433	851	728	563	526
EgrG_000409800	431	366	234	228	417	371	429	468
EgrG_000409900	235	219	206	179	405	378	213	244
EgrG_000410000	677	627	678	547	269	265	510	492
EgrG_000410100	537	395	250	201	741	734	362	360
EgrG_000410300	2922	2465	3556	3051	3148	2892	3075	3190
EgrG_000410500	570	490	366	369	781	679	465	491
EgrG_000410600	1114	850	1477	1247	1054	932	1544	1572
EgrG_000410700	707	578	1486	1274	602	561	835	898
EgrG_000410800	431	436	528	416	382	347	478	503
EgrG_000411200	222	167	99	80	142	107	133	145
EgrG_000411400	439	379	588	500	624	529	548	620
EgrG_000411500	279	270	261	236	269	260	282	331
EgrG_000411600	13	7	14	15	10	6	11	9
EgrG_000411700	5	5	11	8	2	4	9	7
EgrG_000411900	2	4	2	3	1	0	1	2
EgrG_000412000	840	760	438	390	1350	1226	797	863
EgrG_000412100	742	581	604	542	627	611	708	770
EgrG_000412200	504	426	239	205	735	671	412	472
EgrG_000412250	652	570	327	265	722	688	297	346
EgrG_000412300	766	657	481	391	1242	1067	938	1023
EgrG_000412400	282	227	76	61	116	104	109	101
EgrG_000412500	6500	5496	1071	914	1406	1261	1551	1676
EgrG_000412600	429	360	66	66	160	144	40	46
EgrG_000412700	949	816	346	310	511	490	457	456
EgrG_000412800	1	5	1	2	1	2	10	2
EgrG_000412900	692	645	424	355	480	447	531	563
EgrG_000413000	916	841	452	394	525	530	449	492
EgrG_000413100	382	352	247	193	250	191	395	428
EgrG_000413200	16153	13534	6259	5602	7118	6480	7604	7684
EgrG_000413300	117	97	120	93	100	70	122	131
EgrG_000413350	700	570	1108	988	1685	1604	930	962
EgrG_000413400	1020	921	574	505	1056	974	825	816
EgrG_000413500	1064	921	828	743	959	934	1234	1260
EgrG_000413600	1309	1114	1097	955	1746	1526	1103	1158
EgrG_000413700	42	32	26	24	19	15	70	60
EgrG_000413800	335	316	230	196	265	224	347	352
EgrG_000413900	411	386	153	153	183	175	171	190
EgrG_000414000	1091	914	1363	1178	876	884	881	861
EgrG_000414100	448	362	732	633	188	177	254	240
EgrG_000414200	181	141	110	114	222	204	232	244
EgrG_000414300	210	189	84	85	53	40	59	90
EgrG_000414400	481	439	342	294	247	204	450	427
EgrG_000414500	1131	922	421	338	927	871	925	905
EgrG_000414600	0	0	0	0	0	0	0	0
EgrG_000414700	0	0	0	0	0	0	0	0
EgrG_000414800	1	1	1	0	0	0	1	1
EgrG_000414900	0	0	0	0	0	0	0	0
EgrG_000415000	744	629	1130	986	660	612	692	679
EgrG_000415100	159	142	151	106	137	112	172	196
EgrG_000415200	5270	4533	2142	1884	4108	3797	2188	2206
EgrG_000415500	53	26	51	51	87	74	113	100
EgrG_000415600	55	44	33	26	68	65	62	71
EgrG_000415700	875	725	494	449	842	752	646	690
EgrG_000415800	137	122	69	79	57	70	164	192
EgrG_000415900	438	369	247	210	268	226	487	456
EgrG_000416100	7989	7006	3613	3100	7881	7412	5305	5427
EgrG_000416200	6	7	8	4	9	9	5	8
EgrG_000416300	732	688	735	655	987	900	947	957
EgrG_000416400	2557	2084	1285	1077	1521	1417	1969	1971
EgrG_000416500	257	215	413	344	820	811	253	266
EgrG_000416700	71	70	44	48	121	84	103	99
EgrG_000416750	219	202	158	128	214	206	276	318
EgrG_000416800	32	30	43	33	41	50	31	43
EgrG_000416900	1326	1057	976	806	1365	1196	914	959
EgrG_000417000	25	17	22	24	16	19	52	51
EgrG_000417100	14862	12996	4357	3807	5922	5485	5777	5605
EgrG_000417200	2173	1825	871	766	2724	2452	1960	1980
EgrG_000417300	336	308	333	315	131	105	221	213
EgrG_000417350	443	387	214	203	270	261	226	262
EgrG_000417400	1	0	0	0	0	0	0	0
EgrG_000417500	3	2	9	5	6	10	28	25
EgrG_000417600	2240	1899	4072	3381	2692	2482	2299	2554
EgrG_000417700	1	2	1	0	1	0	0	0
EgrG_000417800	457	435	313	251	400	377	471	533
EgrG_000417900	1057	1003	833	719	1081	1030	864	923
EgrG_000418000	278	237	127	137	198	185	231	224
EgrG_000418100	72	70	92	84	81	79	133	149
EgrG_000418300	507	405	547	488	497	422	716	696
EgrG_000418400	0	1	0	0	0	0	0	0
EgrG_000418500	4	3	1	1	1	1	2	0
EgrG_000418600	489	403	283	231	334	302	630	650
EgrG_000418700	10	8	4	3	6	4	5	7
EgrG_000418800	3	3	5	3	2	3	3	4
EgrG_000418900	1081	939	577	569	600	606	963	1033
EgrG_000419100	1168	1075	705	637	1270	1159	1300	1256
EgrG_000419200	44	32	11	12	41	30	26	32
EgrG_000419300	746	635	418	358	686	624	853	944
EgrG_000419400	631	551	175	167	598	472	561	585
EgrG_000419500	646	526	345	282	716	693	483	540
EgrG_000419600	243	195	301	280	320	277	152	131
EgrG_000419700	2581	2199	1966	1799	1174	1062	1526	1603
EgrG_000419800	220	203	118	129	134	110	149	164
EgrG_000419900	378	306	201	168	402	396	303	352
EgrG_000420000	1800	1570	1142	1051	2129	1882	1587	1620
EgrG_000420100	612	536	1014	876	739	659	876	891
EgrG_000420200	164	119	107	80	226	189	139	148
EgrG_000420300	552	546	487	380	504	443	575	656
EgrG_000420700	1612	1315	1543	1319	1174	1068	1496	1540
EgrG_000420800	289	234	416	335	350	310	402	401
EgrG_000420900	59	48	61	61	74	80	102	126
EgrG_000421200	193	149	199	178	270	244	388	429
EgrG_000421400	1115	928	1106	998	1221	1054	1262	1327
EgrG_000421500	335	288	243	177	319	257	414	426
EgrG_000421550	3333	2847	1658	1434	2574	2457	2667	2690
EgrG_000421600	498	429	283	247	359	303	592	601
EgrG_000421800	2832	2437	2082	1738	3641	3236	3521	3705
EgrG_000421900	895	758	597	551	762	690	884	855
EgrG_000422000	413	319	180	166	244	219	386	415
EgrG_000422100	441	412	212	188	400	350	342	348
EgrG_000422200	326	321	291	235	436	387	423	429
EgrG_000422350	4100	3469	11031	9431	4414	4271	4640	4787
EgrG_000422500	846	761	744	637	550	580	1139	1176
EgrG_000422600	7795	6847	4473	3787	4408	4103	5673	5643
EgrG_000422700	390	323	237	224	158	145	427	398
EgrG_000422800	138	126	81	97	126	102	136	121
EgrG_000422900	1084	1033	1660	1340	1225	1167	1508	1576
EgrG_000423000	511	446	568	520	1112	979	543	557
EgrG_000423100	135	130	68	64	142	123	118	133
EgrG_000423200	649	582	602	470	517	480	493	479
EgrG_000423300	566	535	350	250	341	321	581	592
EgrG_000423400	734	667	611	494	546	517	733	770
EgrG_000423500	362	289	331	250	299	265	326	368
EgrG_000423600	30	22	31	39	37	26	51	48
EgrG_000423700	623	483	855	612	448	462	467	502
EgrG_000423800	1	0	0	0	0	1	1	0
EgrG_000423900	4835	4168	2163	1857	4731	4335	3604	3869
EgrG_000424000	1116	977	1289	1068	598	532	1182	1175
EgrG_000424100	50	61	27	13	33	33	43	44
EgrG_000424200	248	210	366	313	284	324	341	381
EgrG_000424300	67	72	40	46	48	28	45	32
EgrG_000424400	99	81	95	75	74	55	72	75
EgrG_000424500	254	262	182	139	213	241	311	332
EgrG_000424600	331	271	321	247	282	242	381	400
EgrG_000424700	275	260	544	461	180	177	370	362
EgrG_000424800	2829	2390	1707	1453	975	885	1388	1382
EgrG_000424900	1035	914	545	483	735	734	664	695
EgrG_000425000	1397	1142	897	723	1834	1674	1429	1436
EgrG_000425100	135	131	175	151	215	168	189	166
EgrG_000425200	444	353	241	188	360	335	530	580
EgrG_000425300	1916	1592	1155	966	1000	915	1293	1337
EgrG_000425400	14	10	11	10	9	3	9	1
EgrG_000425500	59	67	58	60	54	37	72	95
EgrG_000425700	192	192	158	127	361	345	258	223
EgrG_000425750	390	338	422	406	531	456	737	792
EgrG_000425800	495	443	532	444	412	362	354	383
EgrG_000425900	10	7	2	2	2	0	3	0
EgrG_000426000	86	46	59	59	81	69	94	106
EgrG_000426100	474	425	233	189	307	291	267	273
EgrG_000426200	168	168	153	143	150	133	262	277
EgrG_000426500	1734	1562	1853	1725	1004	881	1181	1191
EgrG_000426650	985	830	1334	1173	922	816	1249	1321
EgrG_000426800	382	363	416	350	267	234	449	420
EgrG_000426900	255	229	168	148	250	256	243	259
EgrG_000427000	174	149	316	284	218	193	274	288
EgrG_000427100	175	129	168	111	162	155	283	302
EgrG_000427200	677	471	550	459	323	314	480	470
EgrG_000427400	1334	1174	2250	1952	1698	1564	1979	2015
EgrG_000427500	581	470	316	243	453	405	546	578
EgrG_000427600	673	555	505	370	1980	1805	560	590
EgrG_000427700	6	6	7	7	14	19	24	24
EgrG_000427900	845	658	467	421	687	626	857	902
EgrG_000428000	1724	1563	2038	1803	1659	1532	1270	1287
EgrG_000428100	1072	934	1399	1196	1052	986	1302	1365
EgrG_000428150	399	351	129	115	133	127	105	134
EgrG_000428200	54	31	9	19	29	27	17	12
EgrG_000428400	979	766	764	668	1178	1114	1893	1906
EgrG_000428500	928	782	580	471	814	716	1061	1090
EgrG_000428600	161	147	118	88	177	178	181	161
EgrG_000428700	336	259	203	174	210	221	340	376
EgrG_000428800	317	231	207	162	152	146	287	304
EgrG_000428900	732	634	504	454	500	457	577	681
EgrG_000429000	1376	1196	2194	1933	1646	1638	2042	2138
EgrG_000429100	29	36	23	25	18	25	33	25
EgrG_000429200	928	722	743	584	986	932	1212	1302
EgrG_000429300	1125	1011	1362	1136	1185	1058	1418	1527
EgrG_000429400	2046	1786	2396	2060	2393	2260	2692	2826
EgrG_000429500	67	63	24	23	46	34	70	67
EgrG_000429600	39	28	62	35	40	53	61	81
EgrG_000429700	3847	3252	3933	3370	3699	3296	3831	3959
EgrG_000429900	699	569	827	760	811	739	770	803
EgrG_000429950	311	249	161	141	345	320	268	269
EgrG_000430000	1	1	0	0	3	1	3	1
EgrG_000430100	10	6	8	7	9	9	11	6
EgrG_000430200	154	130	211	154	159	145	326	339
EgrG_000430300	429	375	249	222	337	324	447	488
EgrG_000430500	6101	5345	2266	1999	4425	3920	3465	3523
EgrG_000430600	1	1	1	1	0	1	0	2
EgrG_000430700	254	206	89	61	137	169	164	167
EgrG_000430800	1083	936	711	579	1172	1025	1192	1292
EgrG_000430900	1182	1028	876	745	1283	1197	1590	1729
EgrG_000431000	869	732	692	594	558	556	859	896
EgrG_000431050	338	306	258	194	161	138	393	413
EgrG_000431100	2	4	4	6	4	4	13	20
EgrG_000431200	5	2	20	18	2	2	7	7
EgrG_000431300	0	4	0	0	0	0	0	1
EgrG_000431400	200	175	98	66	163	125	173	200
EgrG_000431500	1637	1520	1526	1240	1331	1308	1681	1747
EgrG_000431600	228	194	120	101	291	243	330	380
EgrG_000431700	1144	1027	535	445	242	257	807	846
EgrG_000431800	0	0	0	0	0	0	0	0
EgrG_000431900	4	5	0	2	0	0	1	0
EgrG_000432000	456	420	317	266	308	319	400	407
EgrG_000432100	26	19	35	25	15	16	42	36
EgrG_000432200	1757	1432	1581	1396	762	722	1582	1676
EgrG_000432300	114	96	68	76	78	74	100	113
EgrG_000432400	4	4	2	0	4	4	2	3
EgrG_000432500	759	652	862	768	590	580	755	735
EgrG_000432600	503	423	430	396	363	324	760	760
EgrG_000432700	193	162	123	105	192	172	207	194
EgrG_000432800	1162	1028	1539	1339	1348	1302	1420	1447
EgrG_000432900	130	90	173	128	289	237	94	104
EgrG_000433000	631	548	705	585	406	387	612	690
EgrG_000433100	67	67	83	57	70	86	101	107
EgrG_000433200	517	428	388	359	586	553	544	592
EgrG_000433300	2	4	1	0	2	4	8	9
EgrG_000433400	1671	1414	1379	1219	1278	1107	1466	1425
EgrG_000433500	519	489	840	714	959	854	1026	1082
EgrG_000433600	131	123	59	44	77	71	125	124
EgrG_000433700	845	760	662	596	811	721	808	824
EgrG_000433800	10	3	0	1	1	0	5	10
EgrG_000433900	287	229	231	195	445	421	384	423
EgrG_000434000	470	429	382	298	376	368	576	682
EgrG_000434100	250	233	481	413	320	316	499	518
EgrG_000434200	107	91	82	49	71	88	102	82
EgrG_000434300	11	10	11	5	11	13	8	10
EgrG_000434400	604	469	1742	1559	1144	1028	1286	1352
EgrG_000434500	637	535	770	664	850	717	998	1003
EgrG_000434600	57	50	36	25	80	64	84	88
EgrG_000434700	555	435	193	154	286	253	354	386
EgrG_000434800	2811	2409	4658	3932	4340	3912	4977	5200
EgrG_000434910	934	748	831	721	1040	842	1249	1193
EgrG_000434920	257	203	115	104	108	84	112	143
EgrG_000435000	1166	964	1380	1187	1564	1443	1358	1376
EgrG_000435100	225	217	180	146	154	158	280	313
EgrG_000435200	1626	1466	935	793	1540	1452	1538	1555
EgrG_000435300	176	159	163	108	150	129	216	215
EgrG_000435400	1042	852	1037	826	709	645	850	861
EgrG_000435500	60	56	33	25	63	52	55	78
EgrG_000435600	962	824	597	512	750	710	975	956
EgrG_000435700	323	293	229	186	305	233	375	399
EgrG_000435830	114	116	139	113	112	93	293	282
EgrG_000435860	0	1	0	0	0	0	0	0
EgrG_000435900	574	512	621	506	338	315	479	560
EgrG_000436000	2075	1777	1629	1338	1136	1009	1323	1421
EgrG_000436200	581	532	817	670	470	408	648	622
EgrG_000436300	509	453	445	417	283	249	905	999
EgrG_000436600	50	43	69	58	21	18	32	23
EgrG_000436700	418	337	450	367	441	386	501	511
EgrG_000436800	318	296	256	215	258	242	329	341
