""	"logFC"	"logCPM"	"F"	"PValue"	"FDR"
"EgrG_000474700"	0.511659868065539	4.51806018348224	17.1769994590548	0.00530243212575876	0.0251037020953891
"EgrG_000982950"	0.847002839010369	5.64315900842879	17.1642749768975	0.00531195644731966	0.0251256686785789
"EgrG_000867400"	0.948381231470523	6.98841751545835	17.162889283898	0.00531299500346187	0.0251256686785789
"EgrG_001041300"	0.537394417065001	6.58319198343791	17.1510965669196	0.00532184429828554	0.0251534969507825
"EgrG_000197700"	1.61709267971587	6.53432323764942	17.1448060187239	0.0053265726861181	0.0251618277667183
"EgrG_001071100"	-0.450665488661181	8.96001955710487	17.1306042900813	0.00533726799696979	0.0251983203596503
"EgrG_001045500"	-0.506608183099098	4.17495752235222	17.1214490650369	0.00534417778545491	0.02521324336682
"EgrG_000915400"	1.05359568494307	6.03252580178994	17.1153854209088	0.00534876072898486	0.02521324336682
"EgrG_000236200"	1.20601239526264	6.21824234576817	17.1146136365317	0.0053493444201174	0.02521324336682
"EgrG_000768700"	-0.343844900607289	5.67009420626408	17.1057323646834	0.00535606725831227	0.025230913170195
"EgrG_000903800"	-0.417776158908781	8.25670079713177	17.0887758714829	0.0053689337121755	0.0252774881321292
"EgrG_000877700"	-0.670257454633201	3.14724641608106	17.0825506771322	0.00537366755455445	0.0252857435012978
"EgrG_000480900"	0.585784142338142	5.73674742951283	17.072023314263	0.00538168542194926	0.0253094341018944
"EgrG_000729100"	0.599883738095986	6.78782248798093	17.0525779484909	0.00539653690735124	0.0253652183501208
"EgrG_000882500"	-0.6225196258085	10.1180660267635	17.0460178320938	0.00540155939976593	0.0253747674128539
"EgrG_001063700"	-0.924770304300192	6.94351526773086	17.034842308999	0.00541012967966046	0.0254009630338901
"EgrG_000228200"	0.715846362135418	4.96515498976342	17.0279143318829	0.00541545159649709	0.0254118868056866
"EgrG_000644300"	-0.772860220761223	2.64509679162356	17.0162479004943	0.00542442907814348	0.0254399426749416
"EgrG_001138000"	-0.53963984564428	5.96866670425048	17.0122704878931	0.00542749423220533	0.0254402547326133
"EgrG_000674600"	-0.89396201504154	5.44834152250119	17.0032804931674	0.00543443069241998	0.0254503699160703
"EgrG_000519700"	1.83439374796715	0.484028919058276	17.0016993781209	0.00543565184911827	0.0254503699160703
"EgrG_000960200"	0.863525959130873	2.9517049760657	16.9930675671197	0.00544232490821633	0.0254638444137867
"EgrG_000343500"	0.478793624732149	8.87809564131748	16.990215040094	0.00544453250431508	0.0254638444137867
"EgrG_000855500"	-0.41002267226332	6.12062851586064	16.9756060426997	0.00545585704225928	0.0255027499429905
"EgrG_000678600"	-0.314385415398376	7.42575947279995	16.9622949273801	0.00546620251746819	0.0255313979907637
"EgrG_000466300"	0.651709644192903	7.58818885672158	16.9599797843971	0.00546800449660745	0.0255313979907637
"EgrG_000188500"	1.11606903360024	6.98080530608342	16.9352435053951	0.00548730677043515	0.025607431595364
"EgrG_000883600"	-1.14698025665877	4.1296350992465	16.8870609173618	0.00552516310930897	0.025769919636821
"EgrG_000893500"	-0.396390508144176	7.86708707999866	16.8628651123153	0.00554430315888427	0.0258449824175682
"EgrG_000569600"	-0.816020095751626	5.34874286843286	16.8570687660594	0.0055489013090004	0.0258522123589014
"EgrG_000228700"	-0.326469810284879	6.46970685445688	16.8418091106095	0.00556103059187178	0.0258844568874488
"EgrG_001085500"	0.510802635079726	8.84160625965787	16.8406866114899	0.00556192419917717	0.0258844568874488
"EgrG_001147400"	1.06591989298658	1.44929445763857	16.8281416151961	0.00557192399054968	0.0259117802161114
"EgrG_000761350"	-0.824784868903914	3.01559510176941	16.8256615487095	0.00557390368863782	0.0259117802161114
"EgrG_000608000"	0.712348791797738	6.57773834656697	16.8018269429871	0.00559297683323731	0.0259862078056875
"EgrG_000042300"	0.659009966354471	5.53734855313985	16.7853066848479	0.00560624728526177	0.0260336080832845
"EgrG_000946600"	-0.35128056406821	7.25131225008893	16.7614507775392	0.00562548361712823	0.0261039312261175
"EgrG_000612000"	-0.393997964181494	6.10120380732216	16.7589009591784	0.00562754481524858	0.0261039312261175
"EgrG_001002200"	0.377538007202787	6.87870536664353	16.7447304820108	0.00563901795425823	0.0261428570076103
"EgrG_000595100"	-0.575658089364061	4.04000894358699	16.7229287416938	0.00565672998504263	0.0261963447998114
"EgrG_000943900"	-0.437744104361523	8.11170550957711	16.7194258203505	0.00565958263496428	0.0261963447998114
"EgrG_001011500"	0.660477559335397	3.89068181534342	16.7191363128163	0.00565981848397622	0.0261963447998114
"EgrG_001007400"	0.625861885705696	6.16394552150365	16.6996112865876	0.00567575458129486	0.0262557807348449
"EgrG_000712700"	1.19424273174163	2.24759135700339	16.6794314760685	0.00569228726614268	0.0263179101721823
"EgrG_000790800"	-0.333170157796304	5.62190395352447	16.6713356680775	0.0056989377333958	0.0263343070425545
"EgrG_000556000"	-0.793128114406693	4.01732989516973	16.6460014415418	0.00571981528328474	0.0264163924133847
"EgrG_001026700"	0.873502686663749	7.06958070232637	16.6399083273885	0.00572485154726379	0.0264252668808411
"EgrG_000169800"	0.487756114620297	4.99400504057769	16.6353413394615	0.00572863022139482	0.0264283299610188
"EgrG_000973400"	-0.354777409793331	7.46319798358648	16.6287173108163	0.00573411670729426	0.0264392642090677
"EgrG_001059600"	-0.575115576197812	6.63980802129803	16.6230048582368	0.00573885372064601	0.0264467327354485
"EgrG_001044900"	0.822224953739865	7.49751099824184	16.6088852090126	0.00575058448023581	0.0264864053910536
"EgrG_001169600"	0.925476459037121	3.67736975351371	16.6027326073211	0.0057557060085057	0.0264956102963442
"EgrG_000605700"	-0.653924473481011	4.38582955237535	16.586444969741	0.00576929314331456	0.0265437543535145
"EgrG_000628000"	0.807080207785834	8.07514680640366	16.5684660512277	0.0057843402382361	0.0265947508351523
"EgrG_002059000"	1.43738540376815	7.3238331144071	16.5565895622852	0.00579430838657553	0.0265947508351523
"EgrG_001109900"	0.856864601747629	2.73191079000338	16.5564365308292	0.00579443697618311	0.0265947508351523
"EgrG_000706100"	0.447592938470696	6.89292655557489	16.5536577908842	0.00579677255576529	0.0265947508351523
"EgrG_000719900"	0.514942980656145	4.16614462759769	16.5495261620128	0.00580024755509866	0.0265947508351523
"EgrG_000741500"	-0.344812736974536	5.73138479155249	16.5403623642343	0.00580796477027326	0.0265947508351523
"EgrG_000800800"	0.360497899812916	7.0805491244882	16.5398894044408	0.00580836343628194	0.0265947508351523
"EgrG_001174300"	-0.978315064805598	6.48994543965955	16.5396704674786	0.00580854799424632	0.0265947508351523
"EgrG_000837700"	0.327634471369766	8.64262358335136	16.5361179975654	0.00581154371045136	0.0265947508351523
"EgrG_000902400"	-0.319284038167057	8.09991115464823	16.5359040500818	0.00581172419240598	0.0265947508351523
"EgrG_000296300"	-0.855920331167567	4.21193622028362	16.5209488373146	0.00582435843549995	0.0266334751192759
"EgrG_000766400"	-0.640582545681629	4.21001580400821	16.518459336892	0.00582646508974259	0.0266334751192759
"EgrG_000409500"	0.532243334796386	5.27841840916682	16.4822242951185	0.0058572416767523	0.0267597406492012
"EgrG_000471800"	0.733572751703825	7.29522487725246	16.4474857053854	0.00588694858874949	0.0268809859133211
"EgrG_000574900"	1.21235670364451	5.39498445828118	16.4285123164802	0.00590325761808753	0.0269285076799867
"EgrG_001035600"	-0.495123694784119	6.26278302722193	16.4259805007179	0.00590543839920416	0.0269285076799867
"EgrG_000322800"	-0.915634543565028	1.77247157859038	16.421685300831	0.00590914050004033	0.0269285076799867
"EgrG_000248800"	0.683509562704184	3.57772373680332	16.4206282987119	0.00591005201557464	0.0269285076799867
"EgrG_000721600"	-0.323132374699879	5.89570719213783	16.4048461330151	0.00592368396486507	0.0269761324519137
"EgrG_000821100"	-0.655005866239644	4.78867758009238	16.4001644577598	0.00592773575629514	0.0269801020152403
"EgrG_000773300"	0.472007004647946	7.78220011913126	16.394415417478	0.00593271630196422	0.0269882922819649
"EgrG_001033600"	-0.678854530256688	3.45178085925314	16.3706786670265	0.00595333853540842	0.0270675906400885
"EgrG_000340800"	-0.482495791005642	6.15417100305127	16.3669086213698	0.00595662259517914	0.0270680161207819
"EgrG_000356750"	0.761491846297241	5.81642110106496	16.3490153107381	0.00597224191025097	0.0271244648643304
"EgrG_000739800"	0.384492394645852	5.56712830199721	16.3164997952146	0.00600076350936888	0.027238159002277
"EgrG_001145500"	-0.812084339513224	3.17342401514462	16.3131681438297	0.0060036960554288	0.027238159002277
"EgrG_000737300"	0.452400958841662	5.24927190373606	16.2991459526323	0.00601605921190564	0.0272796613328741
"EgrG_001118000"	-0.467130579710069	7.53623666270195	16.2925720431533	0.0060218668763027	0.0272914094970898
"EgrG_000744900"	0.511342793256151	5.71804942440605	16.2790568328638	0.00603382999138228	0.0273091771634704
"EgrG_001028900"	0.823129827363084	7.91813694297427	16.2767661852203	0.00603586068122684	0.0273091771634704
"EgrG_000685700"	-0.69734156196265	3.16536360958675	16.2705752516767	0.00604135353299557	0.0273091771634704
"EgrG_000262700"	1.12397250757706	5.64882231987991	16.2683976131408	0.00604328718903818	0.0273091771634704
"EgrG_000354400"	-0.472869095739713	5.73173870628473	16.2680125771058	0.00604362917046843	0.0273091771634704
"EgrG_001164100"	-0.757269053881318	5.58825723336879	16.2663560634163	0.00604510074410626	0.0273091771634704
"EgrG_000221400"	-0.347379125146774	6.89974227077309	16.2552940557202	0.00605493985291625	0.0273390685003414
"EgrG_000193300"	0.376926157581302	6.95496357489893	16.2374563828407	0.00607085005943537	0.0273963254809839
"EgrG_000591300"	0.533934500338132	5.48393698292754	16.2330969792986	0.0060747467750332	0.0273993363314097
"EgrG_000682800"	0.440106308809799	7.49555728050936	16.2272062971547	0.00608001748145923	0.0274085378919767
"EgrG_000767400"	-0.587245300316168	5.70819684189449	16.2117582149806	0.00609386834336327	0.0274484135216018
"EgrG_000347400"	-0.670922426786755	5.35032179590598	16.2088580698745	0.00609647326686802	0.0274484135216018
"EgrG_000961600"	0.647290840039871	6.35653537206998	16.2065259952916	0.0060985690108698	0.0274484135216018
"EgrG_001184200"	0.591982831475099	7.35984348111553	16.1712311435213	0.00613040329499711	0.0275691555824438
"EgrG_000548400"	0.994767327629529	1.39705178974499	16.1695832830515	0.00613189492975853	0.0275691555824438
"EgrG_000040900"	0.542503634935046	4.24029764252055	16.1469128753491	0.00615246468223379	0.0276355910154783
"EgrG_000853700"	0.795284292446738	2.00380928735698	16.1459749497811	0.00615331765563454	0.0276355910154783
"EgrG_000911000"	-0.60347277859182	5.44668711938216	16.1425392018492	0.00615644354305211	0.0276355910154783
"EgrG_000745500"	-1.3398558234875	2.27919216114408	16.1373450407744	0.00616117322990457	0.0276421965534164
"EgrG_000623800"	-2.27303754410834	1.19468817324622	16.1273619646603	0.00617027704400135	0.0276603219266998
"EgrG_001076300"	-0.547399655997978	8.82110332833404	16.125766332972	0.00617173378208896	0.0276603219266998
"EgrG_000190600"	-0.557771224924882	6.98622344541965	16.1110474037656	0.00618519287328894	0.0277060065137188
"EgrG_001031900"	0.344619276330021	5.85669926796533	16.0868193270721	0.00620743151639643	0.0277909493325105
"EgrG_000737100"	-0.478936509934145	4.19232887469352	16.0732240748595	0.00621995657144025	0.0278323373165079
"EgrG_001043500"	0.869222508893922	5.29987532324233	16.0663609881859	0.00622629205239747	0.0278364299533111
"EgrG_001021100"	0.363214417788217	6.09457696958247	16.0651256860105	0.0062274332922424	0.0278364299533111
"EgrG_000209400"	0.553221922542245	3.68647260314168	16.0565214211619	0.0062353900324802	0.0278573191340506
"EgrG_001053200"	-0.602742201995015	7.41403448798077	16.0375969780154	0.00625293746988722	0.0279186057104193
"EgrG_000452400"	-0.587263764920489	6.52168487354212	16.0346353662596	0.00625568946906024	0.0279186057104193
"EgrG_000073600"	1.10160036131519	3.044800452237	16.0242200515827	0.00626538030506138	0.0279471537897691
"EgrG_000593900"	0.831142248278125	5.34799852533442	16.0112373129159	0.00627748768546421	0.0279864453617858
"EgrG_000694200"	-0.855901145972822	3.34752645730421	16.0034388224685	0.00628477518404484	0.0280042188347881
"EgrG_000104100"	-0.717709047494436	4.11390974171092	15.9998536446975	0.00628812918442373	0.0280044556433863
"EgrG_000365500"	-0.86076397953727	2.15552841540583	15.992070793088	0.00629541830583152	0.0280222082406477
"EgrG_000390400"	0.589735309624734	4.31693902872599	15.9870525581415	0.00630012409581756	0.028028449307245
"EgrG_000989000"	-0.366183551413031	8.61220223698996	15.9483736498106	0.00633655074076179	0.0281757319101798
"EgrG_001193800"	0.334036999208553	7.88455738588414	15.9413925184266	0.00634315489760792	0.0281903227612916
"EgrG_000867500"	0.36678477363418	8.57430280423412	15.9347986649124	0.00634940101835508	0.0281984754039558
"EgrG_000177300"	-0.382714625744137	6.02086315801503	15.9279270610882	0.00635591886629028	0.0281984754039558
