gene_id	ERR337909	ERR337922	ERR337912	ERR337925	ERR337937	ERR337949
EgrG_000213200	209	173	281	221	250	225
EgrG_000213300	106	104	101	119	157	148
EgrG_000213500	466	443	350	316	347	367
EgrG_000213600	775	664	867	770	1358	1411
EgrG_000213750	34	27	14	13	23	27
EgrG_000213800	972	839	503	475	912	954
EgrG_000213900	651	597	540	483	426	396
EgrG_000213950	575	475	592	551	496	489
EgrG_000214000	2235	1925	1761	1536	2252	2421
EgrG_000214100	662	529	523	425	690	721
EgrG_000214200	598	519	293	274	602	642
EgrG_000214300	85	81	76	61	70	74
EgrG_000214400	0	0	0	0	0	0
EgrG_000214500	14	9	18	16	30	26
EgrG_000214600	754	613	788	661	859	915
EgrG_000214700	627	527	589	521	959	981
EgrG_000214800	446	346	175	155	257	236
EgrG_000214900	342	303	299	227	372	382
EgrG_000215000	782	720	1559	1396	1145	1163
EgrG_000215100	151	128	130	144	221	242
EgrG_000215200	51	45	76	59	85	101
EgrG_000215300	28	28	41	39	50	58
EgrG_000215400	263	246	179	153	235	281
EgrG_000215500	1534	1255	1454	1303	1363	1522
EgrG_000215600	436	395	420	360	823	896
EgrG_000215700	11	6	8	3	8	9
EgrG_000215800	571	489	803	624	661	700
EgrG_000215900	63	57	81	51	87	79
EgrG_000216000	13	6	3	5	3	1
EgrG_000216100	167	147	119	96	142	131
EgrG_000216200	1584	1278	2060	1734	1619	1587
EgrG_000216300	65	55	52	60	47	48
EgrG_000216400	63	52	115	107	92	74
EgrG_000216500	469	394	761	624	584	560
EgrG_000216600	252	213	180	160	372	338
EgrG_000216700	720	658	732	609	888	957
EgrG_000216800	0	0	0	0	0	0
EgrG_000216900	1	1	0	1	2	2
EgrG_000217000	79	50	58	41	53	53
EgrG_000217200	247	204	117	111	149	178
EgrG_000217400	816	699	749	714	584	609
EgrG_000217500	0	5	3	2	4	5
EgrG_000217600	207	174	101	81	178	176
EgrG_000217700	9000	7702	4577	3900	7885	8359
EgrG_000217800	349	331	349	298	555	574
EgrG_000217900	236	204	167	111	248	280
EgrG_000218000	30	27	7	6	19	16
EgrG_000218100	131	96	183	155	243	239
EgrG_000218200	435	374	306	241	505	468
EgrG_000218300	865	775	730	639	1220	1311
EgrG_000218400	915	774	979	840	1432	1452
EgrG_000218500	198	151	124	106	160	155
EgrG_000218600	242	222	146	126	248	225
EgrG_000218700	78	81	40	41	84	80
EgrG_000218800	657	532	526	463	954	1027
EgrG_000218900	764	720	640	519	1057	1061
EgrG_000219000	0	0	0	0	0	1
EgrG_000219100	91	101	148	121	134	134
EgrG_000219200	13	20	47	54	39	30
EgrG_000219300	441	422	504	430	684	725
EgrG_000219400	624	540	673	575	674	639
EgrG_000219500	0	1	0	0	0	0
EgrG_000219600	181	160	200	220	301	288
EgrG_000219700	407	320	172	165	272	309
EgrG_000219800	22	19	0	0	0	0
EgrG_000219900	961	819	889	779	695	795
EgrG_000220000	33	36	35	45	31	31
EgrG_000220100	0	1	1	1	0	0
EgrG_000220200	1170	965	858	821	1240	1226
EgrG_000220300	1552	1326	1089	899	1055	1117
EgrG_000220500	829	756	575	465	675	754
EgrG_000220600	1	0	3	0	0	1
EgrG_000220700	0	0	2	0	1	0
EgrG_000220800	776	650	866	829	783	799
EgrG_000220900	85	92	74	64	138	114
EgrG_000221000	1909	1618	1553	1277	950	956
EgrG_000221100	18	23	9	9	22	13
EgrG_000221200	761	715	435	409	594	541
EgrG_000221300	388	306	130	77	266	252
EgrG_000221400	1062	985	664	585	914	946
EgrG_000221500	1285	1117	735	613	929	994
EgrG_000221600	1	0	0	1	0	0
EgrG_000221700	196	179	63	48	165	182
EgrG_000221800	457	362	242	221	328	358
EgrG_000221900	354	258	345	282	512	534
EgrG_000222000	322	303	362	375	355	357
EgrG_000222100	223	220	104	89	216	220
EgrG_000222300	1883	1637	1010	899	1254	1243
EgrG_000222400	31	9	28	23	21	15
EgrG_000222500	110	80	79	65	136	152
EgrG_000222600	2551	2260	1561	1420	1804	1821
EgrG_000222900	477	380	319	256	418	448
EgrG_000223000	1154	990	688	538	961	1006
EgrG_000223100	505	423	427	341	470	434
EgrG_000223200	158	164	144	130	243	253
EgrG_000223300	1781	1599	2478	2117	2191	2292
EgrG_000223400	281	235	246	220	301	302
EgrG_000223500	367	312	309	256	485	487
EgrG_000223550	697	590	699	578	828	846
EgrG_000223600	5176	4411	3575	3031	3930	4085
EgrG_000223700	1347	1118	1423	1271	1613	1755
EgrG_000223800	620	560	504	439	718	719
EgrG_000223900	1171	1019	2342	2039	1634	1625
EgrG_000224000	646	595	630	532	538	557
EgrG_000224100	408	398	319	264	407	475
EgrG_000224200	69	70	113	66	176	145
EgrG_000224500	2877	2562	2132	1764	2819	2765
EgrG_000224700	578	525	396	346	511	511
EgrG_000224800	1	3	0	0	0	0
EgrG_000224900	101	100	42	25	40	50
EgrG_000225000	228	197	113	112	219	204
EgrG_000225100	493	443	782	625	955	1047
EgrG_000225200	429	414	481	413	1081	1084
EgrG_000225300	77	81	92	74	214	223
EgrG_000225400	110	95	65	61	159	152
EgrG_000225500	725	679	1198	1048	1242	1207
EgrG_000225600	0	0	0	0	0	0
EgrG_000225700	745	651	424	391	829	974
EgrG_000225800	844	691	1216	1033	1257	1321
EgrG_000226000	3892	3241	3457	3086	3740	3895
EgrG_000226100	51	59	79	74	94	109
EgrG_000226200	185	163	376	333	448	421
EgrG_000226300	15	14	66	66	36	29
EgrG_000226400	124	108	106	101	196	205
EgrG_000226500	8839	7630	7098	6176	6156	6466
EgrG_000226700	411	376	421	349	615	707
EgrG_000226800	806	713	973	824	1154	1226
EgrG_000226900	52	33	42	45	96	110
EgrG_000227000	857	689	953	806	1124	1135
EgrG_000227100	1052	932	1891	1665	1182	1189
EgrG_000227200	149	133	44	47	59	52
EgrG_000227300	196	193	116	76	207	187
EgrG_000227400	418	384	523	445	416	451
EgrG_000227500	55	62	41	47	65	77
EgrG_000227600	279	200	324	295	297	325
EgrG_000227700	55	45	52	43	64	69
EgrG_000227800	2400	2025	1627	1466	1364	1432
EgrG_000227900	757	684	924	788	1157	1259
EgrG_000228000	4311	3690	4749	4047	4101	4311
EgrG_000228100	210	197	402	335	282	279
EgrG_000228200	178	143	197	167	321	344
EgrG_000228300	4	4	9	12	17	16
EgrG_000228400	1582	1369	3090	2661	2296	2411
EgrG_000228500	445	410	466	388	713	767
EgrG_000228600	4356	3629	2325	2018	4268	4372
EgrG_000228700	806	702	534	459	624	681
EgrG_000228800	968	840	990	819	957	937
EgrG_000228900	1017	866	746	605	1066	1103
EgrG_000229100	0	0	0	1	2	3
EgrG_000229200	747	601	1333	1139	1379	1437
EgrG_000229300	559	529	749	648	1063	1198
EgrG_000229400	161	126	245	226	331	335
EgrG_000229500	413	391	310	276	483	498
EgrG_000229600	976	893	839	724	970	1067
EgrG_000229700	466	414	286	221	343	335
EgrG_000229800	141	104	85	76	165	162
EgrG_000229900	89	91	63	50	90	91
EgrG_000230000	20	9	18	17	40	61
EgrG_000230100	924	763	1016	832	1048	1113
EgrG_000230200	439	388	241	202	445	434
EgrG_000230300	592	475	794	666	694	691
EgrG_000230400	758	620	1273	1129	584	596
EgrG_000230500	0	0	0	0	1	0
EgrG_000230600	1087	881	552	515	833	913
EgrG_000230700	2	0	0	1	8	3
EgrG_000230800	371	306	361	300	319	359
EgrG_000231000	81	92	74	54	102	114
EgrG_000231100	115	125	162	149	243	230
EgrG_000231200	29	16	6	6	7	8
EgrG_000231300	7388	6138	4046	3480	7505	7785
EgrG_000231400	530	412	334	324	610	699
EgrG_000231500	194	163	98	94	185	203
EgrG_000231600	136	115	76	69	134	121
EgrG_000231700	47	37	24	29	103	74
EgrG_000231800	63	52	62	61	100	110
EgrG_000231900	929	807	1141	1071	521	541
EgrG_000232000	51	31	27	14	60	49
EgrG_000232100	80	74	93	75	97	110
EgrG_000232200	10	7	6	6	13	11
EgrG_000232300	110	109	97	93	164	163
EgrG_000232400	145	114	65	74	154	157
EgrG_000232500	189	191	137	109	270	271
EgrG_000232600	189	180	124	95	95	114
EgrG_000232700	975	860	654	529	1094	1120
EgrG_000232900	143	111	258	177	215	210
EgrG_000233000	148	146	147	81	208	244
EgrG_000233100	1813	1563	885	731	965	938
EgrG_000233300	483	422	519	422	492	538
EgrG_000233400	179	159	104	88	182	180
EgrG_000233500	313	252	187	136	196	204
EgrG_000233600	724	661	371	330	302	355
EgrG_000233700	208	189	71	64	124	106
EgrG_000233800	42	31	20	18	22	27
EgrG_000233900	1171	1069	992	819	1417	1430
EgrG_000234000	538	488	454	403	757	739
EgrG_000234100	1124	945	1199	1061	876	917
EgrG_000234200	1	1	0	0	0	0
EgrG_000234300	25	26	23	24	39	37
EgrG_000234400	5591	4808	3005	2713	3826	3830
EgrG_000234500	76	94	43	35	50	52
EgrG_000234600	421	392	552	569	628	597
EgrG_000234700	0	0	1	1	1	2
EgrG_000234800	118	98	103	98	147	135
EgrG_000235000	4036	3350	3727	3115	2813	2845
EgrG_000235050	2016	1710	1807	1630	1672	1669
EgrG_000235200	2073	1809	2823	2374	2285	2366
EgrG_000235300	703	549	590	504	559	640
EgrG_000235400	147	131	76	71	174	169
EgrG_000235500	701	601	735	595	1412	1460
EgrG_000235600	94	73	113	71	167	172
EgrG_000235700	681	497	971	861	1116	1171
EgrG_000235800	1611	1554	1377	1148	1994	1994
EgrG_000235900	855	697	662	547	1065	1155
EgrG_000236000	587	501	1336	1135	1170	1242
EgrG_000236100	711	639	445	397	606	649
EgrG_000236200	317	269	731	641	557	559
EgrG_000236300	1093	957	1511	1301	2035	2037
EgrG_000236400	5999	5045	3189	2592	3034	3171
EgrG_000236500	3492	3093	2591	2341	2993	3109
EgrG_000236600	1485	1241	1516	1286	1419	1348
EgrG_000236700	838	780	516	525	660	637
EgrG_000236800	0	1	0	1	0	0
EgrG_000236900	1264	1067	924	757	1062	1061
EgrG_000237000	1509	1238	1832	1498	1788	1853
EgrG_000237100	69	67	70	58	202	248
EgrG_000237200	1878	1604	1377	1238	1931	1951
EgrG_000237250	882	799	675	626	1107	1190
EgrG_000237300	1218	1020	1136	969	987	1030
EgrG_000237400	2651	2173	2117	1716	2092	2246
EgrG_000237500	36	37	32	27	93	109
EgrG_000237600	383	353	288	238	364	412
EgrG_000237700	1626	1375	969	836	1340	1460
EgrG_000237800	381	309	328	290	419	452
EgrG_000237900	12	14	6	8	4	6
EgrG_000238000	262	230	172	159	449	481
EgrG_000238100	1648	1275	1089	916	1106	1160
EgrG_000238200	372	279	508	404	383	413
EgrG_000238300	730	628	850	797	866	908
EgrG_000238400	3210	2792	1778	1499	3177	3354
EgrG_000239500	350	279	1049	961	616	673
EgrG_000239700	72	59	37	25	82	93
EgrG_000239800	78	63	33	25	30	34
EgrG_000239850	595	534	622	544	633	638
EgrG_000239900	333	296	282	270	511	542
EgrG_000240000	1272	1107	1208	1105	1550	1495
EgrG_000240100	4022	3381	2875	2341	3058	3171
EgrG_000240200	9	5	2	2	0	2
EgrG_000240300	3	2	4	0	6	4
EgrG_000240400	758	654	1231	1035	1423	1318
EgrG_000240500	21	23	7	13	10	13
EgrG_000240600	418	368	334	320	557	599
EgrG_000240700	3893	3315	3367	2726	2883	3053
EgrG_000240800	5	8	5	3	5	6
EgrG_000240900	785	671	555	480	965	1068
EgrG_000241000	124	107	73	93	151	155
EgrG_000241100	113	91	45	54	84	83
EgrG_000241200	5	7	18	16	8	5
EgrG_000241300	629	568	791	639	543	506
EgrG_000241400	46	55	38	50	48	60
EgrG_000241500	942	825	1028	916	1424	1398
EgrG_000241600	16	10	13	10	3	4
EgrG_000241700	38	27	11	15	24	22
EgrG_000241800	125	91	77	73	111	112
EgrG_000241900	1900	1561	1177	940	1903	2001
EgrG_000242000	1069	859	879	784	923	1024
EgrG_000242100	482	416	462	396	558	561
EgrG_000242200	1079	905	1033	891	1217	1208
EgrG_000242300	865	790	883	845	958	966
EgrG_000242400	660	571	575	426	752	758
EgrG_000242500	1275	1053	1237	1095	1042	1039
EgrG_000242600	398	380	261	227	473	473
EgrG_000242700	846	687	528	433	839	813
EgrG_000242800	964	820	1007	945	1106	1129
EgrG_000243000	157	112	50	56	147	151
EgrG_000243100	805	660	1011	827	1157	1215
EgrG_000243200	839	792	547	523	878	977
EgrG_000243300	168	135	182	161	272	238
EgrG_000243400	598	572	532	473	526	574
EgrG_000243450	480	427	687	575	645	627
EgrG_000243500	984	905	1096	969	808	844
EgrG_000243550	454	370	496	413	530	506
EgrG_000243600	2401	2103	965	790	1817	1887
EgrG_000243700	408	340	280	238	620	689
EgrG_000243800	65	40	124	112	129	112
EgrG_000244000	6729	5831	4012	3533	6825	7314
EgrG_000244100	551	464	515	428	842	965
EgrG_000244200	1640	1342	833	746	1636	1681
EgrG_000244250	465	390	320	271	502	523
EgrG_000244300	1198	1006	865	688	1114	1162
EgrG_000244400	406	360	395	301	673	692
EgrG_000244500	842	704	425	352	832	807
EgrG_000244600	508	466	816	718	1333	1346
EgrG_000244800	2591	2128	2109	1767	2367	2435
EgrG_000244900	316	282	404	351	459	442
EgrG_000245000	891	781	716	607	1176	1256
EgrG_000245100	670	550	571	500	736	750
EgrG_000245200	1968	1685	2247	1971	2396	2613
EgrG_000245300	1010	837	684	635	1251	1196
EgrG_000245400	84	62	49	64	344	358
EgrG_000245500	74	60	31	33	72	68
EgrG_000245600	597	498	703	604	696	753
EgrG_000245700	833	675	986	953	1159	1204
EgrG_000245800	508	410	360	343	620	648
EgrG_000245900	998	874	769	669	1320	1293
EgrG_000246000	485	445	268	236	414	423
EgrG_000246100	525	461	307	267	560	598
EgrG_000246200	809	689	159	170	360	357
EgrG_000246300	1	0	0	1	2	0
EgrG_000246500	1869	1620	1305	1193	2054	2172
EgrG_000246600	1599	1351	981	804	1877	1944
EgrG_000246700	71	53	19	12	32	42
EgrG_000246800	304	250	156	143	290	330
EgrG_000246900	542	432	433	324	571	548
EgrG_000247000	462	387	292	258	478	468
EgrG_000247100	509	426	605	524	657	645
EgrG_000247200	0	0	0	0	0	0
EgrG_000247300	304	275	517	424	496	483
EgrG_000247400	332	285	457	384	430	406
EgrG_000247500	19	22	15	14	74	47
EgrG_000247600	2	1	0	1	3	5
EgrG_000247700	2434	1998	2620	2231	2870	2993
EgrG_000247750	1155	1021	1299	1087	1457	1475
EgrG_000247800	167	153	277	264	333	315
EgrG_000247900	1369	1193	1509	1255	1009	1127
EgrG_000248000	260	205	148	135	188	164
EgrG_000248100	2	2	0	4	2	1
EgrG_000248200	119	99	113	93	161	159
EgrG_000248300	2315	2036	1883	1516	1946	1960
EgrG_000248500	2234	1882	855	736	1221	1311
EgrG_000248600	391	317	328	268	631	610
EgrG_000248800	59	63	79	67	115	121
EgrG_000248900	47	42	56	44	57	52
EgrG_000249000	422	369	469	399	403	437
EgrG_000249100	16	19	24	20	18	26
EgrG_000249200	2150	1887	2761	2458	1901	2111
EgrG_000249300	212	234	130	131	197	203
EgrG_000249400	2050	1749	1230	1041	1632	1670
EgrG_000249500	164	162	49	59	50	73
EgrG_000249600	5047	4209	3186	2675	4419	4662
EgrG_000249700	1033	919	1126	989	1346	1425
EgrG_000249800	681	596	750	650	583	619
EgrG_000250300	949	806	675	567	426	393
EgrG_000250400	301	270	146	127	303	272
EgrG_000250500	67	77	31	25	84	101
EgrG_000250600	1810	1557	1250	1112	2059	2150
EgrG_000250700	430	410	176	151	280	333
EgrG_000250800	505	397	623	554	541	531
EgrG_000250900	605	507	429	412	710	708
EgrG_000251000	169	164	100	86	197	198
EgrG_000251100	1235	1040	933	849	1061	1085
EgrG_000251200	556	442	403	381	491	531
EgrG_000251300	1	4	6	7	7	7
EgrG_000251400	1	2	0	3	4	0
EgrG_000251500	7	2	9	4	6	7
EgrG_000251600	0	2	1	2	2	4
EgrG_000251700	365	345	260	233	552	529
EgrG_000251800	453	379	310	250	540	562
EgrG_000251900	1135	968	719	626	1069	1186
EgrG_000252000	968	817	487	355	708	689
EgrG_000252100	455	397	298	265	392	399
EgrG_000252500	1125	948	667	617	1086	1205
EgrG_000252600	314	247	191	150	271	277
EgrG_000252700	646	578	495	462	779	840
EgrG_000252800	5697	4926	2096	1783	3152	3202
EgrG_000252900	925	776	557	449	955	1002
EgrG_000253000	697	584	769	638	1082	1163
EgrG_000253100	1104	986	1360	1216	2213	2337
EgrG_000253150	454	398	600	504	479	493
EgrG_000253200	244	191	180	169	153	168
EgrG_000253300	1276	1128	937	808	1727	1843
EgrG_000253400	985	849	1106	925	1447	1342
EgrG_000253500	369	287	414	306	276	285
EgrG_000253700	1154	1059	1474	1292	1186	1251
EgrG_000253800	1734	1491	1367	1155	1865	1949
EgrG_000254000	133	105	130	116	224	224
EgrG_000254100	81	76	70	71	127	141
EgrG_000254200	1516	1246	780	675	1114	1184
EgrG_000254300	134	101	52	46	100	121
EgrG_000254400	1215	996	1225	1055	1046	1066
EgrG_000254500	17	17	16	15	28	29
EgrG_000254600	39948	34087	14378	12255	15507	15991
EgrG_000254700	529	412	516	388	944	992
EgrG_000254900	24	14	7	5	18	23
EgrG_000255000	3	1	2	0	3	3
EgrG_000255100	1	0	0	1	2	1
EgrG_000255150	69	68	59	49	151	168
EgrG_000255200	2405	1950	1739	1598	1697	1725
EgrG_000255300	2210	1901	1196	1023	2384	2486
EgrG_000255400	372	309	539	455	523	495
EgrG_000255500	310	277	182	155	252	257
EgrG_000255600	56	66	22	19	24	36
EgrG_000255700	479	431	280	247	383	341
EgrG_000255800	3853	3357	6425	5692	3612	3776
EgrG_000255900	447	396	728	607	600	638
EgrG_000256000	1411	1207	950	891	1348	1373
EgrG_000256100	819	686	661	563	1084	1180
EgrG_000256200	648	612	510	478	880	880
EgrG_000256300	707	611	469	378	614	625
EgrG_000256400	320	283	294	221	413	416
EgrG_000256500	2256	1974	1537	1246	2034	2022
EgrG_000256600	303	271	173	144	238	263
EgrG_000256700	656	539	737	629	612	632
EgrG_000256800	1251	1051	1673	1567	1467	1481
EgrG_000256900	77	53	53	35	46	61
EgrG_000257000	173	114	147	118	219	221
EgrG_000257100	494	377	483	359	546	551
EgrG_000257200	284	247	114	110	242	229
EgrG_000257300	50	51	24	28	46	53
EgrG_000257400	700	576	349	287	478	499
EgrG_000257500	982	816	452	414	815	835
EgrG_000257600	9	3	3	3	11	13
EgrG_000257700	2323	1969	3970	3556	2340	2402
EgrG_000257800	970	810	1129	941	1399	1466
EgrG_000257850	1604	1320	1320	1060	921	1015
EgrG_000257910	561	468	375	349	468	509
EgrG_000257920	463	424	474	413	1062	1139
EgrG_000258000	9	9	2	1	5	11
EgrG_000258100	185	197	129	94	217	255
EgrG_000258200	710	610	582	484	831	918
EgrG_000258300	915	801	1037	885	966	1039
EgrG_000258500	13	5	7	6	10	10
EgrG_000258700	11	7	20	17	15	14
EgrG_000258800	319	282	210	179	230	256
EgrG_000258900	43	38	54	53	68	79
EgrG_000259000	25	27	100	60	54	61
EgrG_000259100	1514	1247	2406	2116	1552	1574
EgrG_000259200	0	2	1	0	3	3
EgrG_000259300	14	16	12	2	21	14
EgrG_000259400	10	11	5	7	35	28
EgrG_000259500	366	353	323	312	720	667
EgrG_000259600	233	223	251	231	454	504
EgrG_000259700	700	617	346	250	719	752
EgrG_000259800	853	759	563	521	725	714
EgrG_000260000	819	700	533	478	900	921
EgrG_000260100	307	284	165	140	203	202
EgrG_000260200	227	186	288	215	408	356
EgrG_000260300	115	103	64	58	86	82
EgrG_000260400	886	736	451	360	690	715
EgrG_000260500	4	0	0	1	1	1
EgrG_000260600	11	4	3	2	2	0
EgrG_000260700	11	13	2	5	7	13
EgrG_000260800	31	32	25	12	21	30
EgrG_000261100	1	2	0	1	1	2
EgrG_000261200	488	438	186	170	266	300
EgrG_000261300	70	82	30	32	75	76
EgrG_000261400	870	792	393	336	426	453
EgrG_000261600	3497	2949	1824	1539	2506	2682
EgrG_000261800	129	87	114	79	189	208
EgrG_000261850	16	13	19	16	17	20
EgrG_000261900	21	5	14	24	30	20
EgrG_000262000	31	34	39	21	46	57
EgrG_000262050	3991	3390	1319	1121	1196	1212
EgrG_000262100	270	209	469	422	424	419
EgrG_000262200	5	6	24	13	11	11
EgrG_000262300	342	290	169	133	205	249
EgrG_000262400	3838	3382	2164	1821	2073	2027
EgrG_000262500	1358	1213	1100	956	1092	1086
EgrG_000262650	696	604	444	421	582	578
EgrG_000262700	215	197	476	427	363	396
EgrG_000262800	277	206	261	210	335	332
EgrG_000262900	1052	885	690	584	735	734
EgrG_000263000	11	10	2	3	6	3
EgrG_000263100	54	52	23	24	44	53
EgrG_000263210	187	185	139	142	225	251
EgrG_000263220	598	519	509	455	657	691
EgrG_000263300	250	205	142	123	282	313
EgrG_000263400	1043	905	431	315	563	563
EgrG_000263500	2132	1905	756	696	1072	1085
EgrG_000263700	514	436	392	325	346	362
EgrG_000263800	2702	2149	508	398	1441	1379
EgrG_000263900	17	11	7	6	7	15
EgrG_000264200	91	80	131	99	106	108
EgrG_000264300	1242	1003	1241	1121	1106	1105
EgrG_000264400	2114	1764	718	636	1288	1280
EgrG_000264500	93	77	54	51	61	80
EgrG_000264600	107	86	52	38	61	63
EgrG_000264650	537	421	454	449	487	445
EgrG_000264700	951	817	734	644	855	861
EgrG_000264800	31	24	7	6	27	24
EgrG_000264900	4537	3931	2443	2153	2984	3123
EgrG_000265000	456	400	612	556	635	647
EgrG_000265100	139	123	101	87	145	158
EgrG_000266700	1	0	1	2	0	0
EgrG_000267800	688	643	598	485	726	770
EgrG_000269650	0	0	0	0	0	0
EgrG_000270700	8	6	0	0	0	0
EgrG_000276800	0	0	0	0	0	0
EgrG_000276900	7	5	11	7	27	20
EgrG_000279000	13	4	5	6	11	12
EgrG_000279300	20	15	23	24	54	35
EgrG_000283100	652	589	382	333	564	572
EgrG_000283200	95	89	27	42	63	72
EgrG_000283300	1257	1063	882	782	1282	1295
EgrG_000283400	519	411	363	301	507	501
EgrG_000283500	1029	930	1549	1291	1494	1564
EgrG_000283600	0	0	0	0	0	0
EgrG_000283700	0	1	0	0	0	0
EgrG_000283800	631	502	488	422	843	860
EgrG_000283900	56	52	44	59	68	76
EgrG_000284000	1554	1392	768	655	1086	1091
EgrG_000284100	1	0	0	0	1	0
EgrG_000284200	264	241	191	186	305	322
EgrG_000286300	37	40	17	16	68	75
EgrG_000292500	4	2	1	2	3	4
EgrG_000292600	1892	1651	1097	908	1381	1399
EgrG_000292700	52243	45088	13915	12040	13570	14157
EgrG_000292800	59	49	32	23	15	35
EgrG_000292900	0	0	0	0	0	0
EgrG_000293700	2	1	1	1	0	7
EgrG_000293800	0	0	0	0	0	0
EgrG_000293900	18	19	14	9	29	33
EgrG_000294000	166	160	129	99	170	195
EgrG_000294100	975	913	692	576	777	819
EgrG_000294200	97	60	38	28	76	67
EgrG_000294400	494	419	657	564	684	733
EgrG_000294450	1515	1301	695	591	854	898
EgrG_000294500	1119	993	830	695	1383	1499
EgrG_000294600	853	619	1210	1066	693	789
EgrG_000295600	298	244	101	98	153	160
EgrG_000295900	227	188	83	85	142	158
EgrG_000296000	980	828	698	607	1073	1110
EgrG_000296100	1	6	2	1	6	10
EgrG_000296200	107	98	80	82	64	64
EgrG_000296300	192	190	105	94	85	114
EgrG_000296400	6	10	9	7	20	26
EgrG_000296700	71	70	54	72	124	115
EgrG_000296800	12	12	15	12	18	11
EgrG_000296900	1039	907	1132	965	971	995
EgrG_000297000	2384	1958	643	534	1611	1683
EgrG_000297100	336	291	170	157	302	348
EgrG_000297200	2887	2400	1258	1072	1825	1880
EgrG_000297300	181	149	254	219	334	322
EgrG_000297400	9025	7876	14821	12830	11116	11751
EgrG_000297500	207	171	125	88	221	231
EgrG_000297600	1002	815	1413	1237	1804	1807
EgrG_000297700	31	43	16	13	12	12
EgrG_000299300	45	54	56	59	70	56
EgrG_000300500	108	82	153	144	128	177
EgrG_000300700	65	70	61	65	115	89
EgrG_000300800	1652	1438	1303	1088	1285	1275
EgrG_000301100	926	811	480	386	625	697
EgrG_000301200	1524	1333	1048	918	859	897
EgrG_000301300	0	1	0	0	0	0
EgrG_000301400	478	453	233	196	422	426
EgrG_000301500	2227	1880	2776	2487	1981	2086
EgrG_000301800	1739	1501	944	909	1093	1191
EgrG_000302000	1309	1133	639	569	1320	1357
EgrG_000302100	756	665	382	359	532	561
EgrG_000302300	151	113	307	242	254	237
EgrG_000302400	46	42	27	27	83	83
EgrG_000302900	1080	926	1110	923	1135	1145
EgrG_000303000	3882	3292	1945	1597	2114	2160
EgrG_000303100	335	271	301	253	408	427
EgrG_000303200	88	62	65	83	159	134
EgrG_000303300	300	239	158	124	306	311
EgrG_000303400	216	191	246	205	242	221
EgrG_000303500	19	15	13	9	27	24
EgrG_000303600	123	110	79	81	127	154
EgrG_000303700	80	61	64	53	89	72
EgrG_000303800	104	95	94	88	131	131
EgrG_000303900	423	364	391	338	407	473
EgrG_000304000	457	428	302	251	470	537
EgrG_000304100	189	135	134	103	147	171
EgrG_000304200	90	77	46	45	125	150
EgrG_000304300	894	726	433	417	724	703
EgrG_000304800	3	2	4	5	6	3
EgrG_000304900	0	0	0	0	0	0
EgrG_000305000	0	0	0	0	0	0
EgrG_000305200	1641	1390	971	889	1226	1173
EgrG_000305400	4730	4010	3203	2839	3618	3806
EgrG_000305600	612	523	480	417	544	552
EgrG_000305700	2827	2417	971	823	285	311
EgrG_000305800	158	118	60	52	63	71
EgrG_000305900	1075	907	708	616	723	727
EgrG_000306000	5	3	9	7	9	6
EgrG_000306100	1011	896	549	484	720	787
EgrG_000306200	12	23	3	11	10	5
EgrG_000306300	0	1	0	5	0	1
EgrG_000306400	2	0	0	1	2	1
EgrG_000307800	0	0	0	0	1	0
EgrG_000308300	18	10	23	32	46	44
EgrG_000308400	0	0	0	0	0	0
EgrG_000308700	12	4	12	5	8	6
EgrG_000308800	3	5	0	0	0	2
EgrG_000308900	0	0	0	0	0	0
EgrG_000313100	117	110	113	98	281	288
EgrG_000313200	18	14	8	11	23	23
EgrG_000313400	3	10	3	4	12	12
EgrG_000313600	423	379	288	234	369	397
EgrG_000313700	0	0	0	0	0	0
EgrG_000313900	194	166	87	86	164	148
EgrG_000314000	0	1	1	3	4	11
EgrG_000314100	68	86	37	39	63	64
EgrG_000314200	537	493	455	336	512	545
EgrG_000314300	0	0	0	0	0	0
EgrG_000314400	301	285	269	252	351	365
EgrG_000314500	101	94	132	111	227	271
EgrG_000314600	0	0	0	0	0	0
EgrG_000314700	0	0	0	0	0	0
EgrG_000314800	0	0	0	0	0	0
EgrG_000314900	0	0	0	0	0	0
EgrG_000315000	1145	1030	936	802	670	737
EgrG_000315200	872	728	936	807	994	989
EgrG_000315300	275	214	311	234	374	400
EgrG_000315400	494	485	324	257	508	502
EgrG_000315500	6	3	3	1	4	3
EgrG_000315600	514	451	72	56	85	71
EgrG_000315700	1226	1093	1096	997	1452	1452
EgrG_000316100	0	0	0	1	0	0
EgrG_000316200	251	233	133	139	84	77
EgrG_000316300	1832	1633	1322	1124	1184	1215
EgrG_000316400	468	397	286	259	367	354
EgrG_000316500	107	83	44	36	40	42
EgrG_000316600	138	82	144	124	130	143
EgrG_000316700	100	101	176	172	126	119
EgrG_000316800	0	0	0	0	0	0
EgrG_000316900	635	588	456	383	543	602
EgrG_000317000	0	0	0	0	0	0
EgrG_000317100	0	0	0	0	0	0
EgrG_000317300	403	314	391	366	495	506
EgrG_000317400	4	2	2	1	0	0
EgrG_000317500	907	774	440	356	548	510
EgrG_000317700	1720	1505	3495	3060	2659	2727
EgrG_000317800	1047	903	596	452	1030	1054
EgrG_000317900	618	594	754	655	558	629
EgrG_000318000	53	60	64	62	133	148
EgrG_000318100	44	63	4	7	17	28
EgrG_000318200	127	119	71	61	110	113
EgrG_000318500	569	446	247	223	566	522
