gene_id	ERR337909	ERR337922	ERR337912	ERR337925	ERR337937	ERR337949
EgrG_000629700	0	0	0	0	0	0
EgrG_000629800	587	503	450	363	535	493
EgrG_000629900	1672	1490	920	766	1074	1103
EgrG_000630000	171	162	247	214	293	297
EgrG_000630100	557	473	1050	900	630	690
EgrG_000630200	563	476	492	442	743	765
EgrG_000630400	902	814	629	530	797	797
EgrG_000630500	291	253	155	127	260	256
EgrG_000630600	1280	1186	1167	1046	868	898
EgrG_000630650	2304	1944	1002	889	1342	1410
EgrG_000630700	1253	1078	945	776	2074	2211
EgrG_000630800	597	521	598	526	613	677
EgrG_000630900	476	452	419	349	403	363
EgrG_000631100	2061	1735	1487	1303	1372	1344
EgrG_000631200	383	353	160	127	279	258
EgrG_000631300	361	342	140	141	194	222
EgrG_000631400	575	434	388	331	613	666
EgrG_000631500	2138	1892	1755	1466	2054	2060
EgrG_000631600	175	131	99	83	224	222
EgrG_000631700	389	379	292	292	297	316
EgrG_000631800	635	569	825	746	641	660
EgrG_000631900	1137	948	718	649	1356	1558
EgrG_000632000	0	0	0	0	0	0
EgrG_000632100	978	894	1262	1159	1314	1306
EgrG_000632200	129	112	107	80	181	174
EgrG_000632300	363	266	168	148	323	354
EgrG_000632400	398	358	543	457	560	606
EgrG_000632510	244	183	212	209	143	146
EgrG_000632520	108	96	91	72	110	123
EgrG_000632550	23	18	30	33	25	32
EgrG_000632600	115	86	49	51	82	93
EgrG_000632700	2971	2434	1484	1276	2484	2623
EgrG_000632800	209	176	118	106	178	194
EgrG_000632900	20	25	17	16	31	33
EgrG_000633100	34	22	49	41	35	36
EgrG_000633200	312	301	413	347	408	405
EgrG_000633300	1261	1198	1273	1120	1223	1247
EgrG_000633400	51	52	58	53	80	62
EgrG_000633500	1	1	1	1	0	2
EgrG_000633550	476	363	323	310	179	196
EgrG_000633600	75	51	64	62	107	88
EgrG_000633700	853	734	899	812	682	780
EgrG_000633900	502	434	307	229	553	522
EgrG_000634000	11	10	20	15	25	33
EgrG_000634100	669	592	462	385	662	640
EgrG_000634200	150	119	156	129	147	157
EgrG_000634400	341	323	214	189	242	254
EgrG_000634500	567	438	315	275	506	463
EgrG_000634600	0	0	0	0	0	0
EgrG_000634700	16	21	9	13	17	16
EgrG_000634800	5586	4768	3708	3447	6720	7113
EgrG_000634900	147	103	110	87	159	172
EgrG_000635000	1066	914	638	549	900	927
EgrG_000635100	2197	1992	1168	1022	1231	1247
EgrG_000635200	118	99	47	47	142	136
EgrG_000635300	0	0	0	0	0	0
EgrG_000635500	312	284	377	306	540	552
EgrG_000635600	0	0	0	0	0	0
EgrG_000635700	4	2	4	5	5	3
EgrG_000635800	0	1	0	0	1	0
EgrG_000636000	111	74	98	88	123	107
EgrG_000636100	12	9	3	2	8	10
EgrG_000636200	1263	1067	974	898	948	1011
EgrG_000636300	118	115	88	77	204	221
EgrG_000636500	539	402	553	411	409	395
EgrG_000636600	3	1	0	0	4	0
EgrG_000636700	213	167	204	182	206	231
EgrG_000636800	1818	1535	1703	1505	1254	1299
EgrG_000636900	189	186	104	97	202	180
EgrG_000637000	592	514	264	229	454	488
EgrG_000637200	1884	1659	752	679	871	941
EgrG_000637300	2383	2049	1362	1100	1737	1757
EgrG_000637600	1	1	0	1	0	1
EgrG_000637700	272	259	128	109	133	118
EgrG_000637800	367	318	484	371	365	350
EgrG_000637900	1087	915	535	432	632	675
EgrG_000638000	564	513	1272	1065	1194	1223
EgrG_000638100	3	1	2	3	4	3
EgrG_000638200	767	587	532	462	452	505
EgrG_000638300	1223	959	523	526	707	726
EgrG_000638400	4434	3782	5706	5002	3231	3357
EgrG_000638500	214	193	164	151	224	245
EgrG_000638600	143	117	87	67	138	160
EgrG_000638700	719	622	825	654	1222	1222
EgrG_000638800	379	307	340	300	622	683
EgrG_000638900	21	22	16	12	52	67
EgrG_000639000	479	421	281	223	495	528
EgrG_000639100	702	604	378	280	759	831
EgrG_000639200	18	21	21	8	19	13
EgrG_000639300	1240	1019	1306	1113	1776	1926
EgrG_000639400	1511	1244	1244	1036	1690	1726
EgrG_000639600	851	731	557	499	576	557
EgrG_000639700	493	438	493	419	477	479
EgrG_000639800	672	650	550	489	626	658
EgrG_000639900	129	117	100	89	256	228
EgrG_000640000	328	315	448	387	365	408
EgrG_000640100	805	633	677	566	704	679
EgrG_000640200	5	1	4	2	8	2
EgrG_000640400	164	120	90	64	70	88
EgrG_000640500	0	0	0	0	0	0
EgrG_000640600	0	0	0	0	0	0
EgrG_000640700	922	849	1499	1321	1150	1329
EgrG_000640800	361	355	168	151	211	208
EgrG_000640900	8	6	7	2	15	14
EgrG_000641000	510	443	257	222	516	582
EgrG_000641200	320	311	148	142	92	81
EgrG_000641250	18	19	45	43	24	22
EgrG_000641300	79	62	26	25	34	34
EgrG_000641400	1283	1074	959	801	1219	1259
EgrG_000641500	858	779	1079	920	840	955
EgrG_000641600	658	543	312	260	334	355
EgrG_000641700	105	80	103	99	228	235
EgrG_000641900	791	709	565	489	907	909
EgrG_000642000	194	132	180	177	166	164
EgrG_000642300	96	87	54	43	74	85
EgrG_000642400	505	454	450	392	467	485
EgrG_000642500	1212	1080	816	727	723	802
EgrG_000642600	342	315	164	132	224	245
EgrG_000642700	246	245	140	93	118	142
EgrG_000642800	260	215	126	146	226	267
EgrG_000642900	1291	1103	1974	1677	1969	2004
EgrG_000643000	105	117	55	49	67	85
EgrG_000643100	1328	1168	1147	968	1375	1386
EgrG_000643200	204	172	112	96	217	221
EgrG_000643400	100	87	79	98	189	192
EgrG_000643450	319	306	84	53	450	527
EgrG_000643525	335	252	91	74	535	563
EgrG_000643600	40	24	27	28	29	35
EgrG_000643700	2620	2043	2132	1896	2263	2502
EgrG_000643900	0	0	0	0	0	0
EgrG_000644000	1586	1366	916	773	728	732
EgrG_000644100	534	477	337	290	355	406
EgrG_000644200	158	137	189	168	268	273
EgrG_000644300	68	54	32	23	46	36
EgrG_000644500	1809	1555	2304	1950	1530	1546
EgrG_000644600	1183	1051	538	513	866	833
EgrG_000644800	5270	4443	2991	2500	4651	4969
EgrG_000644850	582	504	869	749	833	871
EgrG_000644900	699	679	545	491	861	924
EgrG_000645000	2002	1672	1255	1095	2085	2216
EgrG_000645100	72	70	94	96	55	76
EgrG_000645200	712	625	620	508	506	517
EgrG_000645300	641	551	567	395	478	517
EgrG_000645400	365	299	453	384	485	482
EgrG_000645500	1	1	7	0	2	3
EgrG_000645600	75	54	47	34	65	65
EgrG_000645700	156	125	202	161	250	264
EgrG_000645800	1298	1148	1014	825	1354	1389
EgrG_000645900	4220	3739	3545	3072	3550	3816
EgrG_000646000	88	99	68	71	172	169
EgrG_000646100	20	11	7	9	8	8
EgrG_000646200	1252	1109	1646	1438	1530	1538
EgrG_000646300	44	45	36	32	106	106
EgrG_000646400	386	337	336	284	439	444
EgrG_000646500	1182	985	1870	1651	1849	1864
EgrG_000646600	62	50	47	40	44	58
EgrG_000646700	0	0	0	0	0	0
EgrG_000646800	228	185	213	165	473	471
EgrG_000646900	1547	1291	504	462	1587	1602
EgrG_000647000	753	625	549	464	862	918
EgrG_000647100	7175	6172	3080	2570	6163	6294
EgrG_000647300	199	183	67	77	229	236
EgrG_000647400	68	56	22	24	53	68
EgrG_000647500	1	0	0	0	0	0
EgrG_000649700	71	54	70	58	94	91
EgrG_000649800	39	30	45	54	113	110
EgrG_000650000	12	4	5	10	10	7
EgrG_000650100	907	749	1313	1108	1064	1064
EgrG_000650120	138	139	280	272	133	122
EgrG_000650200	5	13	7	5	16	13
EgrG_000650600	55	50	52	48	111	97
EgrG_000650700	20	24	14	13	17	14
EgrG_000650820	42	32	72	66	60	71
EgrG_000650840	68	66	59	55	96	88
EgrG_000650900	556	500	604	489	801	771
EgrG_000651000	0	0	0	0	0	0
EgrG_000651200	476	369	311	288	516	475
EgrG_000651300	28	23	42	41	55	58
EgrG_000651400	0	0	0	0	0	0
EgrG_000651700	141	96	107	89	97	92
EgrG_000651800	952	859	517	419	1094	1074
EgrG_000651900	731	595	382	339	216	216
EgrG_000652000	252	203	82	75	363	383
EgrG_000652200	369	331	286	247	409	420
EgrG_000652300	1306	1162	1178	1010	1733	1755
EgrG_000652500	339	306	149	113	170	202
EgrG_000652550	970	775	396	355	731	706
EgrG_000652600	475	381	648	560	650	714
EgrG_000652700	1357	1199	1188	1076	1186	1270
EgrG_000652900	306	283	235	214	260	269
EgrG_000653000	538	430	562	445	486	501
EgrG_000653300	1002	861	1023	949	951	998
EgrG_000653400	224	193	124	105	167	157
EgrG_000653900	6640	5703	3859	3391	6533	6503
EgrG_000654000	282	224	189	173	305	297
EgrG_000654200	23	14	13	11	21	15
EgrG_000654300	6	11	17	24	5	9
EgrG_000654400	207	176	255	206	139	164
EgrG_000654500	33	32	24	27	24	24
EgrG_000654600	62	41	34	18	31	35
EgrG_000654700	2	1	4	5	0	1
EgrG_000654800	55	46	42	42	29	21
EgrG_000654850	201	177	74	83	126	124
EgrG_000654900	50	54	63	60	137	136
EgrG_000655100	133	126	98	72	110	108
EgrG_000655200	524	443	325	296	459	514
EgrG_000655300	445	357	734	657	653	706
EgrG_000655400	0	0	0	0	0	0
EgrG_000655500	0	0	0	0	0	0
EgrG_000655700	1419	1302	3155	2652	2214	2247
EgrG_000655800	15	5	8	2	7	8
EgrG_000656000	395	370	192	167	333	311
EgrG_000656100	786	662	697	524	1066	1140
EgrG_000656200	1007	832	820	687	1070	1100
EgrG_000656300	332	303	117	87	138	150
EgrG_000656400	1860	1588	1408	1176	1452	1470
EgrG_000656500	356	342	437	405	443	462
EgrG_000656610	320	272	412	356	305	356
EgrG_000656620	441	326	373	357	414	486
EgrG_000656800	416	346	433	376	536	613
EgrG_000656900	1462	1272	367	299	307	356
EgrG_000657000	164	163	70	69	186	224
EgrG_000657100	38	22	22	22	48	39
EgrG_000657210	840	660	933	741	711	748
EgrG_000657220	11	9	11	4	9	8
EgrG_000657300	120	97	35	30	77	74
EgrG_000657600	278	243	439	392	335	293
EgrG_000657710	462	424	444	355	519	560
EgrG_000657720	65	55	32	22	72	64
EgrG_000657800	0	1	0	0	0	1
EgrG_000657850	17	11	1	1	0	1
EgrG_000658150	479	472	684	623	636	659
EgrG_000658200	301	229	187	188	150	153
EgrG_000658600	32	31	2	0	1	4
EgrG_000658700	82	55	92	79	223	253
EgrG_000658800	828	716	553	516	677	728
EgrG_000658900	4475	3845	5959	5127	4180	4432
EgrG_000659000	1	4	0	1	1	0
EgrG_000659050	2060	1871	909	795	989	1028
EgrG_000659100	9	8	8	11	6	5
EgrG_000659200	6	0	0	0	3	3
EgrG_000659300	569	536	278	237	442	450
EgrG_000659400	56	51	32	30	42	58
EgrG_000659500	92	71	89	60	138	139
EgrG_000659600	1018	900	432	374	697	686
EgrG_000659700	849	763	641	614	739	758
EgrG_000659800	476	390	286	250	276	303
EgrG_000660100	206	160	209	188	279	300
EgrG_000660200	321	221	186	160	357	354
EgrG_000660300	362	324	198	178	365	388
EgrG_000660400	517	448	324	263	334	334
EgrG_000660500	5912	4904	3158	2695	2578	2719
EgrG_000660600	50	51	20	23	14	15
EgrG_000660700	1740	1427	1609	1288	1144	1183
EgrG_000660800	3322	2993	412	320	1188	1338
EgrG_000660900	14	12	6	3	15	4
EgrG_000661000	837	847	99	82	304	293
EgrG_000661100	374	284	190	179	209	207
EgrG_000661300	3	5	1	1	2	8
EgrG_000661400	655	529	751	630	860	886
EgrG_000661500	29	29	12	19	32	28
EgrG_000661600	866	775	603	567	864	909
EgrG_000661800	10351	8784	2892	2416	1918	2057
EgrG_000661900	50	42	33	22	14	24
EgrG_000662000	1558	1279	2086	1819	1575	1706
EgrG_000662200	150	134	34	31	95	95
EgrG_000662400	26	21	22	17	54	56
EgrG_000662500	2985	2492	2111	1866	1691	1781
EgrG_000662600	53	30	17	14	14	21
EgrG_000662800	29	23	24	8	28	27
EgrG_000662900	427	399	297	238	431	468
EgrG_000663000	823	718	1755	1576	1525	1509
EgrG_000663100	223	182	68	45	100	70
EgrG_000663200	0	0	0	0	0	0
EgrG_000663300	0	1	3	0	2	0
EgrG_000663400	8	10	9	4	8	5
EgrG_000663500	398	334	220	219	313	321
EgrG_000663700	360	308	253	221	687	744
EgrG_000663800	3	4	3	3	11	6
EgrG_000663900	2	1	2	0	6	5
EgrG_000664000	96	61	87	85	97	129
EgrG_000664050	47	56	91	76	80	72
EgrG_000664100	755	635	452	413	607	606
EgrG_000664200	194	186	248	234	221	211
EgrG_000664300	139	128	115	110	156	177
EgrG_000664400	81	69	64	64	104	144
EgrG_000664500	292	246	223	201	461	490
EgrG_000664700	273	213	309	279	358	404
EgrG_000664800	373	316	380	384	547	573
EgrG_000664900	480	417	525	423	993	1048
EgrG_000665000	1013	887	444	392	647	618
EgrG_000665100	620	520	299	273	490	523
EgrG_000665200	888	736	396	324	618	641
EgrG_000665400	2789	2445	1479	1291	2846	2936
EgrG_000665500	1284	1098	1783	1439	2403	2426
EgrG_000665600	294	230	405	336	420	480
EgrG_000665700	1041	940	1392	1223	1615	1508
EgrG_000665800	51	45	23	20	67	54
EgrG_000665900	367	311	287	245	365	382
EgrG_000666000	108	93	62	58	129	153
EgrG_000666100	48	28	23	14	45	55
EgrG_000666200	126	132	104	90	271	293
EgrG_000666300	616	590	558	475	679	713
EgrG_000666400	20	26	14	9	35	51
EgrG_000666500	1282	1042	461	418	916	1001
EgrG_000666700	64	45	52	46	128	140
EgrG_000666800	54	48	25	30	48	75
EgrG_000666850	943	823	668	547	1285	1351
EgrG_000667100	244	236	270	234	269	316
EgrG_000667200	2869	2463	1227	1049	2326	2343
EgrG_000667300	321	281	246	206	289	294
EgrG_000667400	1575	1432	2713	2320	1948	1964
EgrG_000667500	1094	892	904	743	1659	1664
EgrG_000667600	291	267	303	251	358	350
EgrG_000667650	42	23	27	12	32	25
EgrG_000667900	62	66	41	41	32	37
EgrG_000668000	94	84	42	39	65	70
EgrG_000668100	155	155	100	116	242	305
EgrG_000668200	588	470	475	405	729	763
EgrG_000668400	564	451	365	338	625	711
EgrG_000668500	3890	3381	3896	3302	5753	6020
EgrG_000668600	543	458	663	545	812	850
EgrG_000668700	199	163	296	237	387	356
EgrG_000668800	3801	3348	3569	2900	5463	5701
EgrG_000668900	2558	2112	2080	1737	2993	3097
EgrG_000669000	254	207	123	126	189	173
EgrG_000669100	480	444	284	226	494	533
EgrG_000669200	2575	2278	1921	1567	1913	2126
EgrG_000669500	3511	3146	3590	3151	2917	3040
EgrG_000669600	460	409	340	270	593	610
EgrG_000669700	3515	2942	3340	2819	4865	5077
EgrG_000670000	1496	1344	1289	1111	1446	1598
EgrG_000670100	406	356	324	304	369	408
EgrG_000670200	1291	1119	1428	1241	1547	1526
EgrG_000670300	6	7	17	10	10	7
EgrG_000670400	646	499	585	533	677	687
EgrG_000670500	67	56	96	60	101	105
EgrG_000670700	158	135	133	110	223	201
EgrG_000670800	1745	1516	3066	2816	2379	2532
EgrG_000670900	565	446	363	316	601	556
EgrG_000671000	1111	939	1290	1083	2101	2114
EgrG_000671100	124	94	132	112	159	194
EgrG_000671200	7	9	5	8	8	7
EgrG_000671300	704	596	443	372	622	598
EgrG_000671500	1423	1259	1696	1526	1668	1746
EgrG_000671600	0	0	0	0	0	0
EgrG_000671700	0	0	1	0	0	0
EgrG_000671800	694	608	544	456	937	958
EgrG_000671900	521	460	431	395	884	965
EgrG_000672000	464	441	389	348	515	500
EgrG_000672150	676	552	881	772	846	902
EgrG_000672200	16047	14104	9311	8017	11603	11987
EgrG_000672400	78	57	27	18	65	69
EgrG_000672500	231	165	114	93	248	238
EgrG_000672600	6	6	1	7	9	11
EgrG_000672700	77	77	75	56	128	133
EgrG_000672800	148	133	121	108	242	238
EgrG_000672900	1	1	1	0	0	2
EgrG_000673000	93	93	83	74	90	110
EgrG_000673100	252	212	128	113	237	250
EgrG_000673200	1404	1234	1240	1124	1292	1280
EgrG_000673400	128	122	176	146	209	220
EgrG_000673500	0	0	0	0	0	1
EgrG_000673600	451	396	315	299	561	542
EgrG_000673700	1282	1178	1099	903	1587	1662
EgrG_000673750	1811	1671	1064	945	1173	1303
EgrG_000673800	0	6	4	3	2	2
EgrG_000673900	0	0	0	0	0	0
EgrG_000674000	0	1	0	0	0	0
EgrG_000674100	776	677	557	488	747	750
EgrG_000674200	197	156	68	78	136	148
EgrG_000674300	118	97	129	115	189	208
EgrG_000674400	44	25	20	19	23	28
EgrG_000674500	653	579	972	825	945	922
EgrG_000674600	474	449	173	143	330	337
EgrG_000674700	447	395	281	251	562	576
EgrG_000674800	768	644	792	709	1768	1861
EgrG_000675100	1163	967	648	527	866	864
EgrG_000675200	297	277	296	287	527	552
EgrG_000675300	1114	966	506	426	664	766
EgrG_000675400	3332	2784	3917	3359	4981	5208
EgrG_000675500	182	123	200	154	217	208
EgrG_000675600	982	881	559	407	1007	1071
EgrG_000675700	606	506	429	382	505	536
EgrG_000675800	811	721	706	631	610	704
EgrG_000675900	570	475	210	218	283	303
EgrG_000676000	460	422	422	331	515	532
EgrG_000676100	67	44	78	61	105	62
EgrG_000676200	131	117	184	151	243	249
EgrG_000676300	565	457	462	406	753	768
EgrG_000676500	127	93	74	57	115	90
EgrG_000676600	1702	1480	970	787	1190	1208
EgrG_000676700	1120	1013	1375	1217	1018	1051
EgrG_000676800	31	25	26	26	32	29
EgrG_000676900	20	12	17	20	17	17
EgrG_000677000	3	5	6	7	14	7
EgrG_000677100	868	706	722	619	590	594
EgrG_000677200	758	623	546	405	582	608
EgrG_000677300	640	525	400	334	712	791
EgrG_000677400	62	59	64	44	59	59
EgrG_000677500	225	171	135	107	143	175
EgrG_000677600	1880	1664	2099	1811	1447	1505
EgrG_000677700	1021	890	862	758	942	1088
EgrG_000677800	438	400	316	287	493	510
EgrG_000677850	2974	2494	1262	1073	1902	2053
EgrG_000677910	1366	1149	2062	1775	1471	1538
EgrG_000677920	311	270	591	526	547	524
EgrG_000678000	723	652	645	571	1059	1173
EgrG_000678100	371	296	277	229	510	573
EgrG_000678300	47	42	18	22	38	34
EgrG_000678400	1003	893	947	776	1005	1107
EgrG_000678600	1564	1352	1004	870	1297	1329
EgrG_000678900	65	54	86	78	82	89
EgrG_000679500	165	171	222	192	338	399
EgrG_000679600	10	10	10	7	14	24
EgrG_000679700	3	5	7	7	6	3
EgrG_000681500	3154	2722	1819	1493	2385	2527
EgrG_000681600	612	466	190	135	304	310
EgrG_000681700	21	21	9	9	1	5
EgrG_000681800	2474	2060	1971	1704	792	854
EgrG_000681900	1304	1101	1535	1242	557	596
EgrG_000682000	137	107	119	101	104	137
EgrG_000682100	1038	926	1300	1120	1087	1142
EgrG_000682150	20	18	37	46	55	50
EgrG_000682700	2449	1978	1253	1029	2035	2147
EgrG_000682800	1129	1018	1328	1184	1506	1509
EgrG_000682900	1779	1515	695	626	1159	1193
EgrG_000683000	2496	2085	2103	1751	2473	2651
EgrG_000683300	3373	2937	1419	1203	2369	2367
EgrG_000683400	1	0	0	1	1	1
EgrG_000683500	240	234	215	192	307	316
EgrG_000683600	0	0	0	0	1	0
EgrG_000683700	662	609	485	422	485	541
EgrG_000683800	4578	3921	2613	2194	3554	3659
EgrG_000683900	540	474	277	264	355	355
EgrG_000684000	8	2	6	7	8	4
EgrG_000684050	28	31	143	97	23	23
EgrG_000684100	1587	1327	3683	3129	1997	2054
EgrG_000684200	2136	1785	4378	3807	2443	2620
EgrG_000684300	783	733	428	368	661	708
EgrG_000684500	276	252	189	174	396	389
EgrG_000684600	122	128	82	64	197	242
EgrG_000684700	2398	2082	998	880	2046	2175
EgrG_000684800	35	19	38	28	61	61
EgrG_000684900	1162	1025	1181	942	1436	1493
EgrG_000684950	434	398	416	356	440	476
EgrG_000685000	98	81	112	64	207	237
EgrG_000685100	5675	4854	4364	3646	6207	6452
EgrG_000685200	279	257	161	120	287	257
EgrG_000685300	1086	991	1090	923	1045	1035
EgrG_000685400	49	61	37	23	61	67
EgrG_000685500	3553	3058	3094	2658	5267	5723
EgrG_000685600	350	314	147	129	369	380
EgrG_000685700	90	82	53	43	51	54
EgrG_000685800	1066	866	827	717	906	919
EgrG_000685900	852	678	372	305	678	694
EgrG_000686000	996	850	1105	984	923	946
EgrG_000686100	695	589	344	281	408	442
EgrG_000686200	1	1	1	0	1	1
EgrG_000686300	670	573	182	177	312	291
EgrG_000686400	33	23	20	21	104	128
EgrG_000686500	322	347	349	263	376	406
EgrG_000686600	14	19	32	28	24	28
EgrG_000686700	45	52	33	19	72	68
EgrG_000686800	422	355	285	260	448	463
EgrG_000686900	17	10	15	8	15	23
EgrG_000687000	1089	893	726	620	1084	1082
EgrG_000687100	0	2	4	3	6	3
EgrG_000687200	71	73	84	69	143	139
EgrG_000687300	1297	1195	700	585	1073	1058
EgrG_000687400	8	5	2	6	8	12
EgrG_000687500	94	106	42	41	80	84
EgrG_000687600	340	279	187	171	225	213
EgrG_000687700	0	1	1	1	5	3
EgrG_000687800	842	732	303	281	542	535
EgrG_000687900	107	106	134	104	151	168
EgrG_000688000	1168	1018	897	836	806	823
EgrG_000688100	1514	1326	1929	1594	2629	2530
EgrG_000688200	848	715	706	607	1098	1044
EgrG_000688300	728	581	482	413	523	526
EgrG_000688400	0	0	0	0	0	0
EgrG_000688500	136	104	72	76	236	238
EgrG_000688600	560	468	898	799	886	917
EgrG_000688700	525	478	763	642	717	668
EgrG_000688800	459	331	349	283	718	730
EgrG_000688900	131	73	61	44	85	75
EgrG_000688950	1882	1597	1676	1404	2151	2337
EgrG_000689000	39576	34059	21969	19017	26737	27482
EgrG_000689100	135	137	96	78	144	136
EgrG_000689200	625	512	316	253	487	555
EgrG_000689300	293	256	164	148	168	169
EgrG_000689400	749	644	483	444	860	762
EgrG_000689500	1235	998	729	558	812	886
EgrG_000689600	411	361	299	262	320	361
EgrG_000689700	5516	4771	14606	13134	11191	11234
EgrG_000689800	233	191	224	217	270	283
EgrG_000689900	2222	1891	2654	2309	2523	2635
EgrG_000690000	662	569	654	564	1085	1099
EgrG_000690100	89	66	65	71	138	145
EgrG_000690200	0	1	1	2	2	3
EgrG_000690300	2	9	2	5	10	9
EgrG_000690400	75	64	44	48	47	46
EgrG_000690500	1337	1170	1738	1510	1493	1587
EgrG_000690600	0	4	0	2	0	2
EgrG_000690700	70	63	42	42	119	106
EgrG_000690800	103	80	57	53	60	41
EgrG_000693400	2154	1759	2338	2022	2774	2810
EgrG_000693500	853	713	1349	1190	882	900
EgrG_000693700	675	565	452	366	330	345
EgrG_000693800	31	27	11	4	5	5
EgrG_000693900	43	37	26	37	71	71
EgrG_000694000	1810	1575	2861	2462	2791	2794
EgrG_000694100	295	240	293	299	435	501
EgrG_000694200	102	105	64	44	53	56
EgrG_000694300	1094	975	2179	1889	1539	1639
EgrG_000694350	1967	1765	2325	2040	2352	2392
EgrG_000694380	4255	3670	1604	1446	2732	2909
EgrG_000694450	1208	1110	1034	913	1188	1239
EgrG_000694500	77	84	54	48	179	177
EgrG_000694600	475	401	536	502	616	700
EgrG_000694700	584	538	990	929	875	1025
EgrG_000694800	413	334	784	642	400	403
EgrG_000694900	348	312	221	174	443	467
EgrG_000695000	171	121	85	53	153	138
EgrG_000695100	7	4	5	4	5	4
EgrG_000695200	2702	2294	1771	1612	1960	2056
EgrG_000695400	3501	3033	2496	2096	2358	2439
EgrG_000695500	40	23	50	39	33	32
EgrG_000695600	717	580	1596	1473	967	956
EgrG_000695700	454	371	275	212	365	399
EgrG_000695800	1557	1383	496	510	720	741
EgrG_000695900	399	338	368	267	381	378
EgrG_000696000	268	252	139	121	214	243
EgrG_000696100	212	189	148	124	300	309
EgrG_000696400	0	0	0	0	0	0
EgrG_000696500	358	262	301	257	439	437
EgrG_000696600	341	266	112	127	198	200
EgrG_000696700	2799	2365	1256	1001	1694	1782
EgrG_000696800	2493	2219	4694	4071	3232	3424
EgrG_000696900	883	742	595	493	706	736
EgrG_000697000	684	556	711	616	706	709
EgrG_000697100	368	322	278	220	320	299
EgrG_000697200	831	670	938	757	596	559
EgrG_000697300	1099	953	710	665	954	972
EgrG_000697400	13	16	39	32	24	30
EgrG_000697500	5	3	5	0	2	2
EgrG_000697600	802	704	592	495	481	548
EgrG_000697700	73	73	110	98	107	101
EgrG_000697800	181	153	99	80	181	187
EgrG_000697900	687	519	312	282	511	518
EgrG_000698000	122	103	191	151	225	215
EgrG_000698100	198	154	123	121	191	188
EgrG_000698200	223	172	276	235	380	308
EgrG_000698300	1089	891	790	688	793	827
EgrG_000698400	324	290	624	556	408	414
EgrG_000698500	772	688	524	464	1140	1129
EgrG_000698600	23508	20384	8841	7584	12039	12398
EgrG_000698900	1819	1488	1445	1225	1779	1711
EgrG_000699000	661	613	338	292	639	652
EgrG_000699200	899	781	811	705	711	735
EgrG_000699300	317	263	164	124	264	269
EgrG_000699400	273	233	233	196	470	526
EgrG_000699500	240	215	193	178	406	409
EgrG_000699600	45	43	41	33	43	50
EgrG_000699700	1	2	0	0	1	0
EgrG_000699800	1446	1169	849	762	1108	1122
EgrG_000699900	726	631	559	459	682	592
EgrG_000700100	211	148	262	241	236	231
EgrG_000700210	59	50	34	29	63	60
EgrG_000700220	1030	834	853	778	999	1019
EgrG_000700300	143	132	126	112	182	183
EgrG_000700400	44	40	55	39	38	50
EgrG_000700500	1612	1427	1329	1194	1903	1950
EgrG_000700600	695	606	390	305	412	412
EgrG_000700700	9373	8003	4067	3582	5785	6058
EgrG_000700900	676	549	1332	1180	1211	1311
EgrG_000701000	262	195	134	153	230	259
EgrG_000701100	436	333	292	233	348	353
EgrG_000701200	298	267	306	265	788	793
EgrG_000701300	747	606	309	279	610	618
EgrG_000701500	13188	11386	10649	9025	7974	8097
EgrG_000701600	4264	3581	4261	3693	4735	4915
EgrG_000701700	6642	5944	3123	2758	4219	4291
EgrG_000701800	3422	2942	3575	3046	2239	2258
EgrG_000702100	153	134	156	137	182	159
EgrG_000702200	171	167	121	117	194	164
EgrG_000702250	932	789	745	631	792	837
EgrG_000702300	382	343	283	233	339	373
EgrG_000702400	558	454	470	401	688	762
EgrG_000702500	19	27	14	5	19	16
EgrG_000702600	981	778	958	862	1053	1066
EgrG_000702700	4898	4151	2507	2120	3300	3307
EgrG_000702800	228	162	138	154	339	355
EgrG_000702900	358	267	295	263	244	270
EgrG_000703000	2052	1806	1000	835	2008	2034
EgrG_000703050	40	31	19	20	41	69
EgrG_000703100	7	7	7	6	16	13
EgrG_000703200	335	329	456	392	367	366
EgrG_000703300	4992	4542	2957	2488	2767	2897
EgrG_000703400	41	41	62	65	76	67
EgrG_000703500	74	60	43	40	19	16
EgrG_000703600	94	93	55	42	95	109
EgrG_000703700	864	747	919	808	681	716
EgrG_000703800	1211	1058	1152	1009	944	1036
EgrG_000703900	937	792	491	436	845	866
EgrG_000704000	1007	885	557	457	822	850
EgrG_000704100	138	113	147	133	302	286
EgrG_000704200	442	352	402	340	392	434
EgrG_000704300	366	343	439	294	359	323
EgrG_000704400	2184	1866	1049	959	904	1023
EgrG_000704500	396	330	181	142	301	314
EgrG_000704600	31	18	15	11	22	23
EgrG_000704700	19	19	24	11	32	25
EgrG_000704800	170	150	164	120	273	276
EgrG_000704900	794	672	410	349	577	599
EgrG_000705000	202	172	99	95	168	179
EgrG_000705100	457	436	459	401	612	674
EgrG_000705200	158	120	171	176	249	265
EgrG_000705300	1015	864	1723	1548	1577	1593
EgrG_000705400	968	783	1026	930	1976	2029
EgrG_000705500	360	305	395	294	648	662
EgrG_000705600	501	470	679	522	947	1001
EgrG_000705800	0	2	0	1	1	2
EgrG_000705900	165	144	18	18	30	35
EgrG_000706000	171	161	108	85	175	177
EgrG_000706100	766	645	777	651	1118	1186
EgrG_000706200	387	315	323	264	364	380
EgrG_000706300	1082	905	955	825	1062	1164
